id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head,ratio_log2_head,freq_log2_head,detune_carrier_head
1740,series3_parallel2,148.733,0.25,1.8102,3.3832,5.6954,2.7281,0.5798,-0.8694,0.1629,7.7922,21.0134,0.4924,0.0271,0.1052,0.831,0.4711,0.0263,0.0428,0.724,0.0331,3,1.8102,3.3832,5.6954,2.7281,0.5798,0.1629,7.7922,21.0134,0.4924,-5.2055635,-3.2487934,0.831,-1.0858947,-5.2487936,-4.546245,0.724,-4.917025,-2.0,7.216581,-0.8694
3991,series2x2_parallel1,593.3897,0.5,1.8428,1.1288,0.7338,1.5061,3.8016,-0.6139,0.157,1.4388,21.6921,0.2105,0.0027,0.2838,0.5118,0.1188,0.0742,0.0487,0.7882,0.1929,1,1.8428,1.1288,0.7338,1.5061,3.8016,0.157,1.4388,21.6921,0.2105,-8.5328245,-1.8170534,0.5118,-3.0733933,-3.752437,-4.3599343,0.7882,-2.374075,-1.0,9.212836,-0.6139
3516,series2x2_parallel1,125.7012,0.5,1.9194,3.8413,3.9894,3.8355,3.1535,-3.1424,0.0836,4.9562,20.8727,0.3318,0.0038,0.0535,0.7559,0.4165,0.0039,0.1041,0.9415,0.7727,1,1.9194,3.8413,3.9894,3.8355,3.1535,0.0836,4.9562,20.8727,0.3318,-8.039784,-4.224317,0.7559,-1.2636116,-8.00231,-3.263958,0.9415,-0.37201968,-1.0,6.9738545,-3.1424
2623,parallel5,83.9747,0.125,5.5037,1.638,0.3547,0.9455,2.5117,6.5508,0.0601,8.1981,11.5853,0.3943,0.0166,0.2658,0.4141,0.063,0.0312,0.3271,0.1226,0.2475,0,5.5037,1.638,0.3547,0.9455,2.5117,0.0601,8.1981,11.5853,0.3943,-5.912673,-1.911587,0.4141,-3.9885044,-5.0023103,-1.6121963,0.1226,-2.0144997,-3.0,6.391883,6.5508
3450,series2x2_parallel1,82.2024,0.25,4.076,0.4798,1.031,1.7361,2.63,0.9067,0.2173,4.2263,4.4546,0.3957,0.0499,0.3544,0.3868,0.0378,0.0229,0.0558,0.2384,0.0365,1,4.076,0.4798,1.031,1.7361,2.63,0.2173,4.2263,4.4546,0.3957,-4.324816,-1.4965495,0.3868,-4.72547,-5.4485087,-4.163591,0.2384,-4.77596,-2.0,6.361109,0.9067
1417,parallel5,143.08,3.0,4.6286,1.6619,1.3634,3.8909,1.7494,8.8466,0.0661,4.9655,17.1377,0.7868,0.0021,0.1166,0.3094,0.2045,0.0011,0.1857,0.4385,0.2793,0,4.6286,1.6619,1.3634,3.8909,1.7494,0.0661,4.9655,17.1377,0.7868,-8.895395,-3.1003604,0.3094,-2.289827,-9.82828,-2.4289544,0.4385,-1.8401124,1.5849625,7.1606784,8.8466
3869,parallel5,328.6963,4.0,1.9133,2.4549,1.7851,3.732,3.8195,-10.0636,0.1891,4.7075,16.5445,0.4296,0.0734,0.477,0.7743,0.0629,0.0304,0.1531,0.1385,0.1373,0,1.9133,2.4549,1.7851,3.732,3.8195,0.1891,4.7075,16.5445,0.4296,-3.7680762,-1.0679388,0.7743,-3.990796,-5.039785,-2.7074537,0.1385,-2.8645964,2.0,8.360611,-10.0636
2896,series3_parallel2,320.9019,2.0,2.245,1.7797,3.4801,4.1383,1.46,2.0136,0.4151,5.9904,3.6744,0.4795,0.0619,0.0968,0.7332,0.0847,0.0154,0.3821,0.9049,0.1875,3,2.245,1.7797,3.4801,4.1383,1.46,0.4151,5.9904,3.6744,0.4795,-4.013917,-3.368849,0.7332,-3.561494,-6.020926,-1.387978,0.9049,-2.4150376,1.0,8.325989,2.0136
2905,series3_parallel2,99.7251,0.6667,1.591,1.8111,1.4826,0.2846,3.4332,-6.4182,0.0868,3.6905,17.0778,0.62,0.0092,0.3426,0.6728,0.1884,0.0064,0.2382,0.2227,0.3252,3,1.591,1.8111,1.4826,0.2846,3.4332,0.0868,3.6905,17.0778,0.62,-6.7641506,-1.545403,0.6728,-2.4081292,-7.2877126,-2.0697546,0.2227,-1.6206008,-0.58489037,6.639885,-6.4182
1819,series3_parallel2,759.7348,0.6667,0.4352,1.3233,1.4633,1.2478,2.5241,-2.5573,0.3481,6.8667,1.5392,0.2837,0.0051,0.2846,0.427,0.0309,0.0026,0.093,0.4076,0.3763,3,0.4352,1.3233,1.4633,1.2478,2.5241,0.3481,6.8667,1.5392,0.2837,-7.615287,-1.8129925,0.427,-5.016249,-8.587273,-3.4266255,0.4076,-1.4100448,-0.58489037,9.569352,-2.5573
1603,series2x2_parallel1,449.2554,2.0,2.9075,2.7906,4.1033,0.5457,2.271,-3.9188,0.1247,6.9029,5.6383,0.1622,0.0124,0.3271,0.6823,0.2361,0.0056,0.255,0.5286,0.1103,1,2.9075,2.7906,4.1033,0.5457,2.271,0.1247,6.9029,5.6383,0.1622,-6.333516,-1.6121963,0.6823,-2.08253,-7.4803576,-1.9714309,0.5286,-3.1804953,1.0,8.811392,-3.9188
12,parallel5,71.5667,0.125,3.7234,0.8032,3.9928,1.6283,1.4773,-9.4396,0.1072,0.3947,15.6191,0.5176,0.0022,0.0326,0.4043,0.0273,0.0403,0.0644,0.6261,0.079,0,3.7234,0.8032,3.9928,1.6283,1.4773,0.1072,0.3947,15.6191,0.5176,-8.82828,-4.9389844,0.4043,-5.1949553,-4.633076,-3.9567955,0.6261,-3.6620035,-3.0,6.1612167,-9.4396
1234,series3_parallel2,106.7215,1.0,0.7014,2.5984,0.647,2.1555,5.2422,-2.7121,0.3238,5.2667,14.9543,0.2226,0.0182,0.0539,0.6052,0.2258,0.0019,0.4159,0.3015,0.5923,3,0.7014,2.5984,0.647,2.1555,5.2422,0.3238,5.2667,14.9543,0.2226,-5.7799177,-4.213571,0.6052,-2.1468828,-9.039784,-1.2656914,0.3015,-0.75560004,0.0,6.737707,-2.7121
3390,parallel5,229.7621,0.6667,1.6622,3.1394,2.9595,4.9508,2.7427,6.5379,0.1136,6.9402,21.9347,0.0995,0.008,0.2257,0.713,0.1101,0.0014,0.5456,0.277,0.6447,0,1.6622,3.1394,2.9595,4.9508,2.7427,0.1136,6.9402,21.9347,0.0995,-6.965784,-2.1475217,0.713,-3.1831136,-9.480357,-0.8740845,0.277,-0.6333001,-0.58489037,7.843997,6.5379
835,parallel5,112.8736,0.2,0.9803,2.0695,1.3726,1.4146,0.1686,2.5154,0.0008,5.2932,9.8114,0.539,0.0081,0.1715,0.2908,0.3239,0.0186,0.2095,0.4946,0.1699,0,0.9803,2.0695,1.3726,1.4146,0.1686,0.0008,5.2932,9.8114,0.539,-6.947862,-2.5437195,0.2908,-1.6263796,-5.7485538,-2.254978,0.4946,-2.5572422,-2.321928,6.8185644,2.5154
2912,series2x2_parallel1,333.99,1.5,4.6359,0.1572,5.4298,4.5007,2.1417,7.1371,0.4103,5.2611,7.9578,0.5778,0.0029,0.0368,0.457,0.4098,0.0019,0.1464,0.5945,0.2942,1,4.6359,0.1572,5.4298,4.5007,2.1417,0.4103,5.2611,7.9578,0.5778,-8.429731,-4.7641506,0.457,-1.2870082,-9.039784,-2.7720125,0.5945,-1.7651309,0.5849625,8.383661,7.1371
2221,series2x2_parallel1,479.8362,0.6667,0.7061,3.0311,2.7546,1.6674,0.9933,4.0141,0.015,2.1554,6.0485,0.7152,0.013,0.2431,0.5784,0.4823,0.0063,0.0474,0.6351,0.1135,1,0.7061,3.0311,2.7546,1.6674,0.9933,0.015,2.1554,6.0485,0.7152,-6.2653446,-2.040378,0.5784,-1.0519973,-7.3104324,-4.398969,0.6351,-3.1392357,-0.58489037,8.906398,4.0141
6,series3_parallel2,359.9651,0.6667,1.0857,0.7859,1.312,0.5894,0.5995,-5.0572,0.332,5.7762,17.9754,0.1765,0.014,0.071,0.499,0.029,0.0048,0.1565,0.5544,0.0344,3,1.0857,0.7859,1.312,0.5894,0.5995,0.332,5.7762,17.9754,0.1765,-6.158429,-3.8160372,0.499,-5.1078033,-7.7027497,-2.6757655,0.5544,-4.861448,-0.58489037,8.491714,-5.0572
454,series3_parallel2,821.6938,0.6667,3.9783,1.9426,1.6012,0.7194,2.7989,-6.9303,0.3147,2.3405,4.642,0.7627,0.0039,0.0413,0.4418,0.1318,0.069,0.2134,0.2101,0.2233,3,3.9783,1.9426,1.6012,0.7194,2.7989,0.3147,2.3405,4.642,0.7627,-8.00231,-4.5977144,0.4418,-2.9235778,-3.85726,-2.2283678,0.2101,-2.1629448,-0.58489037,9.682457,-6.9303
3351,series3,376.4894,2.0,0.613,4.3204,1.1679,3.6122,0.4037,-1.4585,0.1398,1.5843,3.5382,0.6394,0.0064,0.1204,0.4757,0.5377,0.0163,0.0813,0.7555,0.0302,2,0.613,4.3204,1.1679,3.6122,0.4037,0.1398,1.5843,3.5382,0.6394,-7.2877126,-3.0540926,0.4757,-0.89512664,-5.9389844,-3.620601,0.7555,-5.049308,1.0,8.556465,-1.4585
3793,series2x2_parallel1,101.7052,0.125,1.5487,0.6613,1.6632,2.0125,3.4256,5.054,0.263,0.3006,12.03,0.0465,0.0129,0.4016,0.4906,0.0897,0.0113,0.3506,0.3746,0.2189,1,1.5487,0.6613,1.6632,2.0125,3.4256,0.263,0.3006,12.03,0.0465,-6.276485,-1.3161688,0.4906,-3.4787483,-6.4675336,-1.5121021,0.3746,-2.191656,-3.0,6.6682496,5.054
2748,parallel5,185.6889,3.0,0.6033,0.3108,1.8864,0.598,0.9827,5.2617,0.3945,2.3863,10.2443,0.2501,0.0111,0.2435,0.7369,0.1596,0.0607,0.283,0.8643,0.0471,0,0.6033,0.3108,1.8864,0.598,0.9827,0.3945,2.3863,10.2443,0.2501,-6.4932966,-2.0380063,0.7369,-2.6474674,-4.0421596,-1.8211261,0.8643,-4.408129,1.5849625,7.5367436,5.2617
2185,series3_parallel2,261.0558,1.0,2.6369,2.1108,2.8883,0.4895,0.5678,-1.7498,0.3509,1.3795,4.7903,0.72,0.0022,0.5246,0.3742,0.4722,0.021,0.0844,0.5705,0.0633,3,2.6369,2.1108,2.8883,0.4895,0.5678,0.3509,1.3795,4.7903,0.72,-8.82828,-0.9307102,0.3742,-1.08253,-5.573467,-3.5666132,0.5705,-3.9816508,0.0,8.028214,-1.7498
693,parallel5,201.092,0.125,3.0318,2.3514,0.6413,2.955,3.1494,-9.558,0.2224,2.8447,15.1645,0.2331,0.0045,0.0685,0.5124,0.3024,0.117,0.2491,0.6001,0.3484,0,3.0318,2.3514,0.6413,2.955,3.1494,0.2224,2.8447,15.1645,0.2331,-7.7958593,-3.8677523,0.5124,-1.72547,-3.0954196,-2.005203,0.6001,-1.5211835,-3.0,7.651712,-9.558
1796,series3_parallel2,86.5337,2.0,2.345,0.5001,0.5426,3.3561,0.4852,-0.5922,0.1935,3.4845,18.8588,0.4793,0.0105,0.0495,0.6148,0.06,0.0259,0.5208,0.9379,0.0851,3,2.345,0.5001,0.5426,3.3561,0.4852,0.1935,3.4845,18.8588,0.4793,-6.573467,-4.3364277,0.6148,-4.0588937,-5.270904,-0.94119865,0.9379,-3.554697,1.0,6.43519,-0.5922
2763,series2x2_parallel1,287.8103,4.0,5.6585,2.9284,2.3596,0.6298,2.1981,-7.3231,0.091,4.5402,11.7884,0.2323,0.0026,0.0526,0.7736,0.4589,0.0742,0.3926,0.3381,0.6546,1,5.6585,2.9284,2.3596,0.6298,2.1981,0.091,4.5402,11.7884,0.2323,-8.587273,-4.2487936,0.7736,-1.1237483,-3.752437,-1.3488679,0.3381,-0.6113144,2.0,8.168975,-7.3231
108,series2x2_parallel1,386.1337,1.5,0.4301,0.6267,0.7996,1.5074,2.587,-0.7487,0.3055,6.8734,3.2084,0.1855,0.0256,0.4537,0.8164,0.0241,0.0017,0.0631,0.522,0.04,1,0.4301,0.6267,0.7996,1.5074,2.587,0.3055,6.8734,3.2084,0.1855,-5.2877126,-1.1401894,0.8164,-5.374823,-9.20025,-3.986216,0.522,-4.643856,0.5849625,8.592957,-0.7487
1044,parallel5,329.661,1.0,5.6007,2.8595,0.5119,0.5114,2.88,-1.2554,0.4339,8.9636,12.9687,0.4974,0.0025,0.1358,0.2264,0.0334,0.0057,0.1,0.8394,0.1337,0,5.6007,2.8595,0.5119,0.5114,2.88,0.4339,8.9636,12.9687,0.4974,-8.643856,-2.8804445,0.2264,-4.904008,-7.4548225,-3.321928,0.8394,-2.9029286,0.0,8.36484,-1.2554
920,series3_parallel2,460.6678,0.1667,3.756,2.0737,0.4654,1.6081,5.1058,4.1403,0.2264,6.7273,7.7069,0.1149,0.0137,0.2992,0.2623,0.0327,0.0014,0.3114,0.6822,0.0516,3,3.756,2.0737,0.4654,1.6081,5.1058,0.2264,6.7273,7.7069,0.1149,-6.18968,-1.7408179,0.2623,-4.9345655,-9.480357,-1.6831592,0.6822,-4.276485,-2.584674,8.847583,4.1403
3557,series3_parallel2,74.9643,1.5,1.1858,5.8204,2.6517,4.1007,3.182,-3.4393,0.2176,4.9425,0.3054,0.1598,0.0029,0.094,0.3778,0.3065,0.001,0.0726,0.9147,0.5114,3,1.1858,5.8204,2.6517,4.1007,3.182,0.2176,4.9425,0.3054,0.1598,-8.429731,-3.4111955,0.3778,-1.7060411,-9.965784,-3.7838867,0.9147,-0.96747595,0.5849625,6.228132,-3.4393
801,parallel5,67.3234,0.25,1.4323,5.4681,0.178,1.014,2.6568,6.0964,0.283,5.9511,16.0416,0.4034,0.0752,0.0427,0.613,0.2542,0.0574,0.1073,0.8332,0.1909,0,1.4323,5.4681,0.178,1.014,2.6568,0.283,5.9511,16.0416,0.4034,-3.7331235,-4.54962,0.613,-1.975964,-4.1228056,-3.220278,0.8332,-2.389111,-2.0,6.073036,6.0964
3692,series3,161.5025,1.5,1.9875,0.8779,0.5833,2.0279,2.2847,-0.573,0.1704,4.5065,11.8453,0.2406,0.0149,0.2295,0.481,0.3473,0.0476,0.0581,0.9085,0.3978,2,1.9875,0.8779,0.5833,2.0279,2.2847,0.1704,4.5065,11.8453,0.2406,-6.068544,-2.123434,0.481,-1.5257457,-4.3928947,-4.105318,0.9085,-1.3298848,0.5849625,7.3354125,-0.573
4001,parallel5,344.1992,2.0,1.1551,0.2397,0.4859,1.6307,0.5468,-1.6962,0.3611,3.3009,4.8081,0.0728,0.0501,0.0396,0.5678,0.2993,0.0066,0.2924,0.178,0.3293,0,1.1551,0.2397,0.4859,1.6307,0.5468,0.3611,3.3009,4.8081,0.0728,-4.3190455,-4.6583557,0.5678,-1.740336,-7.243318,-1.7739848,0.178,-1.6025256,1.0,8.4271,-1.6962
175,series3,86.4113,4.0,4.8962,3.4366,1.8527,0.6407,0.7107,5.5443,0.2584,4.0504,16.5333,0.1989,0.0062,0.0923,0.6352,0.223,0.0116,0.0525,0.5278,0.0396,2,4.8962,3.4366,1.8527,0.6407,0.7107,0.2584,4.0504,16.5333,0.1989,-7.333516,-3.4375255,0.6352,-2.1648843,-6.4297314,-4.2515388,0.5278,-4.6583557,2.0,6.433148,5.5443
1305,series2x2_parallel1,634.6238,1.0,1.3076,1.8786,3.0023,1.4548,4.0311,-5.3113,0.0561,4.2014,1.7511,0.5746,0.0035,0.1976,0.7809,0.6312,0.0049,0.0487,0.9116,0.043,1,1.3076,1.8786,3.0023,1.4548,4.0311,0.0561,4.2014,1.7511,0.5746,-8.158429,-2.339345,0.7809,-0.6638308,-7.6730027,-4.3599343,0.9116,-4.5395193,0.0,9.309758,-5.3113
822,series2x2_parallel1,139.1932,0.125,1.0916,3.1487,2.1746,0.9575,1.3099,-6.0969,0.014,7.1604,12.0479,0.4713,0.0751,0.1138,0.4774,0.046,0.0214,0.1427,0.622,0.0871,1,1.0916,3.1487,2.1746,0.9575,1.3099,0.014,7.1604,12.0479,0.4713,-3.7350433,-3.1354275,0.4774,-4.442222,-5.546245,-2.8089428,0.622,-3.5211835,-3.0,7.120945,-6.0969
445,series3,867.9152,0.1667,3.4887,1.1881,0.603,0.223,5.7463,10.4343,0.3007,0.5681,9.731,0.1224,0.0146,0.0791,0.4583,0.4344,0.0199,0.2384,0.8213,0.2219,2,3.4887,1.1881,0.603,0.223,5.7463,0.3007,0.5681,9.731,0.1224,-6.097888,-3.6601784,0.4583,-1.202904,-5.6510878,-2.068544,0.8213,-2.1720185,-2.584674,9.761411,10.4343
3823,series2x2_parallel1,117.2377,0.5,1.3494,1.5028,5.9859,1.6682,4.2074,7.8037,0.0189,7.7346,1.4778,0.2743,0.0208,0.05,0.4364,0.1425,0.0132,0.049,0.6395,0.0333,1,1.3494,1.5028,5.9859,1.6682,4.2074,0.0189,7.7346,1.4778,0.2743,-5.5872726,-4.321928,0.4364,-2.8109663,-6.243318,-4.3510747,0.6395,-4.908334,-1.0,6.873293,7.8037
1149,series3_parallel2,108.6412,0.5,0.1639,2.3373,5.9432,3.4031,0.5396,-7.1132,0.4244,0.2506,4.778,0.5483,0.0091,0.4365,0.4809,0.0327,0.119,0.1997,0.4797,0.4641,3,0.1639,2.3373,5.9432,3.4031,0.5396,0.4244,0.2506,4.778,0.5483,-6.7799177,-1.1959465,0.4809,-4.9345655,-3.0709665,-2.3240938,0.4797,-1.1074923,-1.0,6.7634273,-7.1132
2803,parallel5,340.0444,2.0,0.6717,3.9865,0.7839,0.382,1.6042,-9.5628,0.2948,7.7004,2.5871,0.106,0.05,0.1379,0.7149,0.0807,0.0029,0.1855,0.9194,0.3591,0,0.6717,3.9865,0.7839,0.382,1.6042,0.2948,7.7004,2.5871,0.106,-4.321928,-2.8583057,0.7149,-3.6312873,-8.429731,-2.4305089,0.9194,-1.4775424,1.0,8.409579,-9.5628
514,series2x2_parallel1,362.2106,2.0,1.0983,5.049,3.5354,0.3479,0.4829,-0.1386,0.3462,0.3124,13.0218,0.118,0.0504,0.4694,0.8699,0.1971,0.0902,0.4761,0.8577,0.0904,1,1.0983,5.049,3.5354,0.3479,0.4829,0.3462,0.3124,13.0218,0.118,-4.3104324,-1.0911102,0.8699,-2.3430004,-3.4707289,-1.0706635,0.8577,-3.4675333,1.0,8.500685,-0.1386
3533,series2x2_parallel1,658.929,0.25,3.4317,5.0001,4.0211,1.841,2.1588,-10.8568,0.2647,5.2065,7.9396,0.0725,0.046,0.1845,0.2071,0.0344,0.0013,0.2715,0.95,0.4547,1,3.4317,5.0001,4.0211,1.841,2.1588,0.2647,5.2065,7.9396,0.0725,-4.442222,-2.4383073,0.2071,-4.861448,-9.587273,-1.880976,0.95,-1.1370131,-2.0,9.363979,-10.8568
1768,parallel5,289.6308,3.0,2.5225,1.2602,5.8433,2.6373,4.6414,-1.4167,0.1749,0.0812,19.6902,0.514,0.0239,0.0336,0.6298,0.4782,0.0118,0.6078,0.847,0.0449,0,2.5225,1.2602,5.8433,2.6373,4.6414,0.1749,0.0812,19.6902,0.514,-5.3868456,-4.895395,0.6298,-1.064314,-6.4050694,-0.7183314,0.847,-4.477141,1.5849625,8.178071,-1.4167
3774,series3_parallel2,514.6155,0.6667,5.5338,0.8277,1.9865,1.1761,3.3248,-7.1027,0.3432,2.7863,7.9928,0.3877,0.0294,0.3955,0.1952,0.1425,0.0101,0.0514,0.2912,0.1906,3,5.5338,0.8277,1.9865,1.1761,3.3248,0.3432,2.7863,7.9928,0.3877,-5.08804,-1.3382504,0.1952,-2.8109663,-6.629501,-4.282088,0.2912,-2.39138,-0.58489037,9.007351,-7.1027
3218,parallel5,720.4569,0.25,1.1241,2.3394,0.5481,1.0877,1.3523,11.1456,0.2017,2.841,17.8426,0.5877,0.0219,0.1454,0.7553,0.0393,0.0013,0.0722,0.8549,0.0453,0,1.1241,2.3394,0.5481,1.0877,1.3523,0.2017,2.841,17.8426,0.5877,-5.512925,-2.781901,0.7553,-4.669327,-9.587273,-3.7918572,0.8549,-4.464345,-2.0,9.492768,11.1456
2359,parallel5,608.267,1.5,0.7073,2.0594,1.0122,1.3793,1.0867,6.9622,0.1312,3.1124,7.6818,0.6315,0.0544,0.3061,0.421,0.1276,0.005,0.0417,0.6798,0.0394,0,0.7073,2.0594,1.0122,1.3793,1.0867,0.1312,3.1124,7.6818,0.6315,-4.2002497,-1.707925,0.421,-2.9702997,-7.643856,-4.583809,0.6798,-4.6656604,0.5849625,9.248561,6.9622
896,series3,299.6319,1.0,0.8582,1.0233,3.3186,1.5599,0.9513,-10.3952,0.1223,0.8439,0.5466,0.3512,0.0089,0.1693,0.3066,0.0488,0.0579,0.3778,0.6591,0.0562,2,0.8582,1.0233,3.3186,1.5599,0.9513,0.1223,0.8439,0.5466,0.3512,-6.811979,-2.562346,0.3066,-4.356975,-4.110293,-1.4043055,0.6591,-4.153286,0.0,8.227047,-10.3952
3001,series2x2_parallel1,304.0831,0.25,2.2948,1.0347,4.9043,0.3273,0.7524,-8.4884,0.3457,4.3007,2.2261,0.4762,0.0034,0.2967,0.3504,0.0456,0.0043,0.5179,0.1958,0.525,1,2.2948,1.0347,4.9043,0.3273,0.7524,0.3457,4.3007,2.2261,0.4762,-8.20025,-1.7529231,0.3504,-4.4548225,-7.861448,-0.9492546,0.1958,-0.9296107,-2.0,8.248322,-8.4884
2030,series2x2_parallel1,98.8437,0.25,2.6545,4.8236,2.7528,0.8132,4.6823,0.8148,0.1465,0.2167,6.5523,0.763,0.0289,0.0742,0.5548,0.024,0.0027,0.4045,0.3025,0.2161,1,2.6545,4.8236,2.7528,0.8132,4.6823,0.1465,0.2167,6.5523,0.763,-5.112787,-3.752437,0.5548,-5.3808217,-8.5328245,-1.3057884,0.3025,-2.210229,-2.0,6.627077,0.8148
2868,series3,152.5,0.2,1.948,3.0188,0.4848,1.1183,3.5567,6.2453,0.2388,8.4534,1.0114,0.3767,0.0066,0.0979,0.6867,0.3184,0.0252,0.0423,0.932,0.1109,2,1.948,3.0188,0.4848,1.1183,3.5567,0.2388,8.4534,1.0114,0.3767,-7.243318,-3.3525472,0.6867,-1.6510878,-5.3104324,-4.5631986,0.932,-3.1726687,-2.321928,7.2526655,6.2453
665,series3,235.1944,0.6667,0.285,3.3724,2.9717,2.1393,3.0331,-3.9928,0.3761,4.4603,14.4331,0.2084,0.074,0.1215,0.7862,0.0224,0.0211,0.1181,0.2849,0.0688,2,0.285,3.3724,2.9717,2.1393,3.0331,0.3761,4.4603,14.4331,0.2084,-3.756331,-3.0409718,0.7862,-5.4803576,-5.566613,-3.0819192,0.2849,-3.8614476,-0.58489037,7.87771,-3.9928
66,series3,870.9669,3.0,3.491,0.4165,3.8383,0.197,2.5543,7.032,0.0465,4.4055,4.2699,0.1728,0.0184,0.1647,0.499,0.3714,0.0041,0.396,0.2817,0.1144,2,3.491,0.4165,3.8383,0.197,2.5543,0.0465,4.4055,4.2699,0.1728,-5.7641506,-2.6020875,0.499,-1.4289542,-7.9301605,-1.3364277,0.2817,-3.127841,1.5849625,9.766474,7.032
3776,series3,545.608,4.0,1.6298,0.4246,2.3745,0.293,0.9957,6.7124,0.2406,1.7257,20.3086,0.4614,0.0071,0.1892,0.4746,0.0424,0.0071,0.1588,0.1852,0.0546,2,1.6298,0.4246,2.3745,0.293,0.9957,0.2406,1.7257,20.3086,0.4614,-7.137965,-2.402016,0.4746,-4.559792,-7.137965,-2.6547172,0.1852,-4.1949553,2.0,9.091721,6.7124
669,series3,549.9402,0.1667,3.0276,1.2377,1.4155,2.8929,1.7765,-5.703,0.3155,6.2488,17.2464,0.7953,0.0185,0.3393,0.5865,0.3898,0.0014,0.0407,0.9242,0.1095,2,3.0276,1.2377,1.4155,2.8929,1.7765,0.3155,6.2488,17.2464,0.7953,-5.756331,-1.5593666,0.5865,-1.3591939,-9.480357,-4.6188273,0.9242,-3.1909974,-2.584674,9.103131,-5.703
3239,series2x2_parallel1,192.6035,0.3333,2.3876,4.0386,0.243,4.1219,0.8205,-7.9851,0.0865,0.9299,1.4516,0.187,0.0022,0.4258,0.8683,0.0221,0.0672,0.417,0.7846,0.5923,1,2.3876,4.0386,0.243,4.1219,0.8205,0.0865,0.9299,1.4516,0.187,-8.82828,-1.2317522,0.8683,-5.4998097,-3.895395,-1.2618808,0.7846,-0.75560004,-1.5851068,7.58949,-7.9851
783,series2x2_parallel1,418.4748,3.0,1.458,3.2063,1.4136,1.9259,1.1807,8.3179,0.163,4.9186,4.3661,0.2472,0.0056,0.1112,0.7473,0.0302,0.0045,0.0541,0.6096,0.5163,1,1.458,3.2063,1.4136,1.9259,1.1807,0.163,4.9186,4.3661,0.2472,-7.4803576,-3.1687713,0.7473,-5.049308,-7.7958593,-4.2082276,0.6096,-0.9537184,1.5849625,8.708997,8.3179
400,series3,214.6948,3.0,0.9507,1.7126,1.1957,3.2571,1.9431,1.4627,0.3116,4.7396,18.8046,0.2761,0.0072,0.1756,0.7097,0.1786,0.0565,0.0922,0.7064,0.2485,2,0.9507,1.7126,1.1957,3.2571,1.9431,0.3116,4.7396,18.8046,0.2761,-7.1177874,-2.5096352,0.7097,-2.485196,-4.1456056,-3.4390893,0.7064,-2.0086823,1.5849625,7.7461433,1.4627
1262,series3,154.4764,0.25,5.0176,5.0729,1.874,0.5307,1.5687,-9.5109,0.3221,3.692,17.8296,0.1322,0.012,0.0353,0.2034,0.081,0.0222,0.0987,0.4028,0.1335,2,5.0176,5.0729,1.874,0.5307,1.5687,0.3221,3.692,17.8296,0.1322,-6.3808217,-4.8241878,0.2034,-3.6259344,-5.4932966,-3.340806,0.4028,-2.9050884,-2.0,7.2712426,-9.5109
2494,series2x2_parallel1,177.7649,0.2,5.9948,5.2956,4.9296,0.8873,0.1615,-2.5214,0.0222,4.8334,15.4926,0.1196,0.013,0.1742,0.8079,0.2859,0.0011,0.095,0.6484,0.3757,1,5.9948,5.2956,4.9296,0.8873,0.1615,0.0222,4.8334,15.4926,0.1196,-6.2653446,-2.5211835,0.8079,-1.8064175,-9.82828,-3.3959286,0.6484,-1.412347,-2.321928,7.4738264,-2.5214
1772,series3,718.1335,4.0,3.2687,0.4494,1.6935,3.7906,0.6654,-3.0054,0.3401,7.0595,9.3291,0.3201,0.0044,0.0579,0.6191,0.0347,0.0131,0.0411,0.25,0.3628,2,3.2687,0.4494,1.6935,3.7906,0.6654,0.3401,7.0595,9.3291,0.3201,-7.828281,-4.110293,0.6191,-4.8489203,-6.254289,-4.6047177,0.25,-1.4627537,2.0,9.488109,-3.0054
1941,series2x2_parallel1,91.2069,0.125,2.1398,0.8513,3.2249,2.7758,4.1467,-7.8593,0.1342,6.3745,0.2359,0.1849,0.0386,0.123,0.513,0.1293,0.092,0.1616,0.6467,0.0499,1,2.1398,0.8513,3.2249,2.7758,4.1467,0.1342,6.3745,0.2359,0.1849,-4.6952553,-3.0232697,0.513,-2.9512057,-3.4422224,-2.6295009,0.6467,-4.324816,-3.0,6.511071,-7.8593
101,series3_parallel2,229.4285,2.0,2.3692,1.3784,2.89,2.6306,1.6157,5.6428,0.324,3.142,4.4542,0.3352,0.0174,0.1345,0.5456,0.4454,0.0139,0.2604,0.8329,0.4732,3,2.3692,1.3784,2.89,2.6306,1.6157,0.324,3.142,4.4542,0.3352,-5.844769,-2.894322,0.5456,-1.1668265,-6.1687713,-1.9411987,0.8329,-1.079478,1.0,7.841901,5.6428
