id,algorithm,algorithm_family,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head
240,series2x2_parallel1,parallel,253.5661,1.5,1.6868,0.8882,3.7575,1.8866,5.2948,-2.0714,0.0833,3.6476,0.8217,0.2244,0.0048,0.1152,0.2106,0.0248,0.0032,0.1236,0.1673,0.0994,1,0.5849625,7.986218
464,series2x2_parallel1,parallel,120.453,0.1667,3.1157,1.2233,2.3085,4.7175,3.0459,1.2803,0.0464,1.1999,3.0857,0.1761,0.0073,0.2578,0.4833,0.0516,0.0149,0.3079,0.5264,0.0419,1,-2.584674,6.9123263
3414,series3,series,160.1271,0.125,1.4434,1.7443,2.9726,5.5291,0.1799,-0.7236,0.0699,3.429,0.0964,0.1642,0.03,0.1084,0.6933,0.0817,0.0035,0.0431,0.1237,0.0594,2,-3.0,7.323074
1441,series3_parallel2,series,166.6871,0.2,1.1825,3.0494,3.4423,1.3104,1.5473,-0.3801,0.1672,2.3133,1.8147,0.1692,0.0092,0.0908,0.4584,0.0814,0.0062,0.154,0.4562,0.1671,3,-2.321928,7.3809986
255,series3_parallel2,series,824.8988,0.6667,4.0244,4.0673,3.8512,2.318,5.6938,0.1055,0.0433,0.1172,5.304,0.1152,0.004,0.1606,0.3233,0.0366,0.0094,0.0505,0.2813,0.0566,3,-0.58489037,9.688073
2063,series2x2_parallel1,parallel,499.9086,1.0,4.0612,5.528,0.4354,4.0173,0.508,-2.8005,0.1472,0.5166,7.1161,0.2035,0.0023,0.0677,0.3231,0.0999,0.0019,0.0869,0.2218,0.1216,1,0.0,8.965521
3926,series3,series,83.3863,3.0,1.615,0.8897,0.6697,2.168,0.7951,-1.4907,0.0399,0.9634,3.2671,0.1619,0.0061,0.0405,0.1505,0.0213,0.0254,0.1042,0.5341,0.2575,2,1.5849625,6.3817387
709,series2x2_parallel1,parallel,361.6608,0.3333,2.9455,3.6688,2.6896,4.5793,3.943,2.896,0.1451,0.9937,7.2453,0.0512,0.0043,0.0553,0.2136,0.0255,0.0022,0.0709,0.3662,0.1189,1,-1.5851068,8.498493
2714,parallel5,parallel,310.1831,0.3333,3.1855,1.687,4.1456,1.7212,4.2887,-0.774,0.0492,2.6694,2.9297,0.1971,0.0019,0.0281,0.1027,0.0186,0.0098,0.0919,0.848,0.2527,0,-1.5851068,8.276977
1346,series3_parallel2,series,105.902,0.5,3.5672,3.7603,4.0467,0.3223,0.1935,-1.626,0.0757,0.3602,6.0272,0.1499,0.0097,0.0955,0.2393,0.1477,0.0157,0.1708,0.5332,0.0955,3,-1.0,6.726586
2303,series3,series,818.387,0.2,1.5419,1.9195,3.6758,0.8664,0.4184,1.6051,0.1239,2.2957,2.485,0.1727,0.0072,0.0711,0.2839,0.0253,0.0033,0.1994,0.1841,0.039,2,-2.321928,9.67664
3729,series3,series,262.6316,0.25,3.5535,2.3483,1.2668,1.9104,2.4541,0.0995,0.0012,3.3072,5.9619,0.1141,0.004,0.0615,0.104,0.0523,0.0109,0.0875,0.2177,0.0178,2,-2.0,8.036897
3958,series2x2_parallel1,parallel,78.2426,0.125,4.8867,3.1787,1.4734,0.7121,1.8874,-1.875,0.1388,1.9307,7.9334,0.1227,0.0289,0.0721,0.4927,0.1784,0.0111,0.1687,0.4295,0.101,1,-3.0,6.289882
3587,series3_parallel2,series,74.7076,0.25,3.1242,3.7186,0.5838,1.4773,0.3641,2.6559,0.0227,0.3881,1.1964,0.0304,0.009,0.0849,0.0941,0.0653,0.1351,0.0639,0.7623,0.5363,3,-2.0,6.223183
1030,series2x2_parallel1,parallel,219.0899,0.125,0.3708,2.6824,1.0488,1.6144,0.1751,0.9085,0.0844,2.8534,4.7431,0.076,0.0713,0.1359,0.8473,0.2923,0.0339,0.2386,0.531,0.0843,1,-3.0,7.775379
1789,parallel5,parallel,212.2673,0.25,5.5572,3.1146,1.2011,2.8452,1.1254,-1.9198,0.1143,2.1861,4.8983,0.023,0.0021,0.1163,0.2236,0.0854,0.005,0.1663,0.7185,0.1913,0,-2.0,7.729738
3563,series3,series,210.3431,0.6667,3.3684,2.7324,3.4497,4.0301,0.507,-2.7811,0.1083,0.5013,5.2503,0.0576,0.01,0.0423,0.2192,0.0217,0.1713,0.0947,0.8614,0.5096,2,-0.58489037,7.7166004
1027,series3,series,149.9276,0.125,0.5357,0.2203,2.8116,3.8986,4.1803,-0.2429,0.1375,1.6738,1.3706,0.2141,0.0024,0.0525,0.1933,0.0239,0.1642,0.0793,0.6625,0.1528,2,-3.0,7.228122
3367,series3_parallel2,series,78.3492,0.2,1.5585,4.9412,3.8887,2.4122,2.7714,-2.2117,0.044,2.1593,3.8903,0.1178,0.0844,0.1278,0.5315,0.1402,0.0023,0.1101,0.1843,0.0768,3,-2.321928,6.2918468
3569,series2x2_parallel1,parallel,392.3378,0.25,4.1709,4.8795,2.2081,1.4343,2.391,-1.9229,0.1565,2.5266,1.0059,0.2456,0.0048,0.0955,0.7746,0.0489,0.0022,0.0532,0.1611,0.0809,1,-2.0,8.6159525
3774,parallel5,parallel,90.1566,3.0,1.1648,5.7042,2.3492,3.6305,1.1154,2.7136,0.1401,2.9619,7.0675,0.2395,0.0832,0.1438,0.6213,0.17,0.0333,0.1193,0.4341,0.3321,0,1.5849625,6.4943614
2557,parallel5,parallel,414.1969,1.5,0.3371,5.7969,0.6696,1.03,1.5483,1.9305,0.1077,1.0573,2.4253,0.2425,0.0025,0.0753,0.1145,0.0199,0.0154,0.1608,0.6287,0.0508,0,0.5849625,8.694173
2584,parallel5,parallel,412.1045,1.0,0.1639,2.0598,1.7956,2.588,2.5024,0.6711,0.1556,1.5368,4.1542,0.246,0.0035,0.069,0.1731,0.1454,0.0043,0.0265,0.1768,0.0619,0,0.0,8.686867
237,series3_parallel2,series,92.1493,0.25,5.4577,0.2557,5.0788,2.8686,0.8215,-1.6817,0.0253,3.4516,7.8363,0.1301,0.0018,0.0984,0.199,0.0718,0.0108,0.0272,0.3064,0.0743,3,-2.0,6.5259013
437,series3,series,586.4634,0.125,3.8005,2.9979,2.2389,2.7929,3.207,0.0479,0.0731,2.2073,4.2883,0.1602,0.0072,0.0422,0.2842,0.0408,0.0063,0.1321,0.532,0.3267,2,-3.0,9.195897
1739,series2x2_parallel1,parallel,227.3573,0.25,0.8999,2.0363,1.7278,1.8488,5.3298,-0.8296,0.1581,0.0217,4.5548,0.1197,0.0025,0.0251,0.1531,0.042,0.0038,0.1954,0.1885,0.0441,1,-2.0,7.8288174
2322,series3_parallel2,series,233.661,0.6667,1.1696,3.3507,0.7184,0.3833,3.2218,2.9313,0.0008,1.145,3.6178,0.1302,0.0026,0.0466,0.2057,0.0156,0.0098,0.1004,0.6074,0.0848,3,-0.58489037,7.8682733
2415,series2x2_parallel1,parallel,151.1243,3.0,3.6786,0.6924,0.8279,1.5984,0.9205,2.2557,0.0689,3.0103,1.6889,0.1967,0.0041,0.2086,0.3761,0.0449,0.0108,0.0783,0.2053,0.0322,1,1.5849625,7.2395916
181,series3,series,66.0134,0.6667,1.026,3.3528,1.5317,3.2106,0.507,-2.7372,0.0213,0.6596,6.444,0.0593,0.0028,0.0258,0.0872,0.0202,0.0107,0.0921,0.2105,0.0779,2,-0.58489037,6.044687
2723,series2x2_parallel1,parallel,684.991,1.5,1.8778,1.3842,1.4354,0.8966,1.2531,2.3411,0.0963,2.618,4.2289,0.1429,0.0072,0.0288,0.1996,0.0417,0.0047,0.3356,0.6897,0.1379,1,0.5849625,9.419941
3259,series2x2_parallel1,parallel,695.9623,0.6667,1.5059,3.8445,3.6609,4.7494,2.5184,0.0117,0.0097,1.4201,6.3211,0.1802,0.0056,0.0834,0.1777,0.1437,0.1701,0.2042,0.6176,0.1144,1,-0.58489037,9.442865
1440,series2x2_parallel1,parallel,154.0336,3.0,1.8314,4.3257,1.1588,0.3351,3.9482,1.4598,0.0584,2.8794,3.7967,0.0562,0.0114,0.1297,0.5366,0.0911,0.0017,0.0512,0.1415,0.031,1,1.5849625,7.2671013
904,parallel5,parallel,672.1747,0.6667,1.416,1.1391,1.0565,3.3869,3.1401,-2.081,0.125,1.9256,0.8232,0.0556,0.0197,0.0846,0.5914,0.1737,0.009,0.2647,0.5303,0.1447,0,-0.58489037,9.392693
1397,parallel5,parallel,223.1745,0.1667,0.4184,3.2926,1.2697,0.7292,4.9305,1.5799,0.0426,0.718,7.5681,0.0017,0.0071,0.1314,0.2559,0.0296,0.002,0.026,0.1267,0.0213,0,-2.584674,7.802028
3242,series3_parallel2,series,529.3999,2.0,1.263,3.2263,5.7943,0.447,1.2256,2.5032,0.1503,2.3815,5.4089,0.0969,0.0078,0.0389,0.0579,0.089,0.0068,0.1356,0.6019,0.0904,3,1.0,9.048214
1565,parallel5,parallel,493.5588,3.0,0.9707,0.4286,1.2181,3.9165,4.3128,0.9236,0.0753,0.0158,3.1952,0.0156,0.0042,0.0253,0.109,0.0415,0.0015,0.1483,0.0969,0.0229,0,1.5849625,8.947078
2960,series3_parallel2,series,277.2652,0.1667,1.1353,3.6867,1.1633,0.9344,0.4605,-2.3686,0.1269,0.6705,0.246,0.1114,0.0039,0.0785,0.0715,0.0348,0.0151,0.2095,0.8728,0.2499,3,-2.584674,8.115123
3693,parallel5,parallel,277.0677,0.6667,3.3373,2.6117,0.1819,3.261,0.2699,2.3138,0.0364,2.8328,7.4352,0.0217,0.002,0.0304,0.0444,0.0251,0.0188,0.1103,0.6897,0.0997,0,-0.58489037,8.114095
4067,series3,series,318.931,1.0,0.445,0.6418,1.9454,1.2329,4.081,2.5714,0.0413,3.6004,3.7529,0.032,0.0089,0.1365,0.6119,0.1181,0.0057,0.0931,0.6778,0.1619,2,0.0,8.317101
583,parallel5,parallel,811.2909,1.5,3.417,1.6007,1.0242,1.2979,3.1446,-0.9916,0.0662,1.8608,1.8153,0.1765,0.0032,0.0445,0.0623,0.0276,0.0374,0.0826,0.7801,0.1028,0,0.5849625,9.664076
3314,series3,series,70.6385,0.6667,5.2035,3.3354,1.5523,0.8416,0.2339,-0.6953,0.1771,3.1326,5.8497,0.2248,0.0833,0.0889,0.6454,0.095,0.0122,0.0469,0.1423,0.0307,2,-0.58489037,6.1423826
2900,series3_parallel2,series,196.3008,0.125,3.1422,3.3582,5.6428,3.1244,1.032,-2.3944,0.1192,0.5373,3.6333,0.0466,0.0034,0.0553,0.0492,0.0488,0.0137,0.2463,0.4454,0.0541,3,-3.0,7.6169224
2684,series3,series,70.4695,0.3333,0.8534,5.7999,1.4176,1.3886,1.4727,-1.8955,0.0824,2.7992,4.6736,0.174,0.0178,0.1831,0.4505,0.1521,0.0019,0.0838,0.2088,0.0256,2,-1.5851068,6.138927
1602,series2x2_parallel1,parallel,241.5089,1.0,5.8142,0.5164,3.1692,4.3607,2.1814,2.6674,0.1656,2.9774,0.4102,0.1373,0.0019,0.0514,0.1245,0.0562,0.1494,0.1019,0.5798,0.2593,1,0.0,7.9159327
3863,series3,series,501.1065,1.0,0.3004,1.0138,2.2131,3.0047,4.4849,0.4301,0.0901,2.9558,2.9177,0.2462,0.0039,0.0629,0.1977,0.0246,0.0036,0.1383,0.0849,0.0563,2,0.0,8.968973
1942,series2x2_parallel1,parallel,308.0341,0.25,1.4206,0.8488,0.9509,0.9364,4.991,1.9952,0.1554,0.6541,6.7323,0.1374,0.0038,0.1554,0.1494,0.0387,0.012,0.1499,0.4117,0.0269,1,-2.0,8.266946
2289,parallel5,parallel,530.0476,0.125,0.6531,2.4815,3.1096,0.3704,1.1703,-1.1278,0.0369,1.3844,0.2064,0.1091,0.0144,0.1814,0.4481,0.0994,0.0738,0.2207,0.6471,0.2059,0,-3.0,9.049978
189,parallel5,parallel,286.4006,0.3333,4.0652,5.6318,5.5121,0.8889,0.9514,0.5172,0.0188,3.7012,7.8475,0.1747,0.0041,0.0949,0.2263,0.0356,0.1134,0.0908,0.9161,0.2122,0,-1.5851068,8.161891
2172,series3_parallel2,series,85.5541,0.6667,2.5527,0.9885,3.2073,1.361,3.686,2.887,0.1533,2.414,0.1363,0.0501,0.0058,0.0563,0.1524,0.0385,0.0306,0.1376,0.4541,0.1599,3,-0.58489037,6.418765
2314,series3,series,111.1996,0.5,2.6204,2.6683,0.2736,3.5868,4.1801,-0.801,0.169,1.2602,0.0276,0.1829,0.0217,0.1366,0.5222,0.3063,0.0024,0.0322,0.1909,0.017,2,-1.0,6.7970076
3248,series3,series,89.4235,0.5,0.33,4.126,4.9875,3.8321,0.5417,0.3647,0.0213,0.7729,0.0773,0.0844,0.0261,0.1529,0.5118,0.0738,0.0096,0.0372,0.0913,0.1332,2,-1.0,6.482582
3174,parallel5,parallel,135.0775,1.5,5.6507,0.2866,1.4395,3.4348,2.774,2.136,0.1588,1.1646,5.7563,0.2266,0.0021,0.0512,0.099,0.0768,0.0128,0.1552,0.7174,0.0815,0,0.5849625,7.0776434
3178,parallel5,parallel,559.9728,0.1667,0.1757,2.3044,2.7199,3.3308,1.0205,-1.1527,0.1022,1.6567,5.2606,0.2238,0.009,0.1449,0.3139,0.0239,0.0059,0.1372,0.758,0.0959,0,-2.584674,9.129213
1094,series3,series,240.0706,0.125,2.0798,1.2159,2.2306,1.5263,1.5728,-2.0958,0.1128,1.0382,5.2382,0.1437,0.0145,0.2314,0.5042,0.1768,0.003,0.0604,0.0424,0.042,2,-3.0,7.907315
1927,series3,series,562.4962,3.0,3.2049,0.9064,0.3246,2.7744,0.16,2.9304,0.06,1.894,3.8605,0.0972,0.0024,0.0416,0.0609,0.0301,0.0115,0.1221,0.0782,0.0692,2,1.5849625,9.135699
69,parallel5,parallel,103.2563,1.0,5.3787,4.0189,3.5947,1.757,5.2391,1.2632,0.1262,2.6925,5.8858,0.1837,0.0043,0.0971,0.0899,0.0582,0.0088,0.0313,0.1717,0.0351,0,0.0,6.690086
533,parallel5,parallel,401.3673,0.5,0.4029,0.8466,1.6878,4.0743,1.8963,2.3059,0.1198,2.2205,2.0127,0.2463,0.0346,0.1156,0.523,0.1558,0.009,0.0877,0.0578,0.1316,0,-1.0,8.648779
1592,parallel5,parallel,301.2597,1.0,1.6135,0.9141,4.1207,2.1827,2.302,1.1049,0.0707,1.6747,3.5056,0.1314,0.0072,0.133,0.4744,0.1216,0.0032,0.0396,0.1916,0.0779,0,0.0,8.234864
1926,series2x2_parallel1,parallel,296.2185,0.6667,3.5244,0.4276,3.6713,1.6958,1.1328,-1.1334,0.1463,3.7015,0.0586,0.2005,0.0016,0.1394,0.1029,0.1514,0.007,0.1441,0.4007,0.0973,1,-0.58489037,8.210518
2430,series2x2_parallel1,parallel,327.2888,1.0,0.4233,3.0169,3.6829,4.1629,2.3305,-0.5639,0.0642,2.0056,0.5134,0.238,0.0038,0.09,0.1515,0.0867,0.0059,0.2119,0.2296,0.2288,1,0.0,8.354421
3859,series3,series,106.1309,0.25,1.1564,0.4145,1.1802,0.9492,3.3462,-1.408,0.1568,3.7977,2.7337,0.1333,0.0017,0.083,0.2162,0.018,0.0048,0.2315,0.474,0.1169,2,-2.0,6.729701
2611,series3_parallel2,series,145.7995,1.0,0.6116,2.1178,0.6123,0.3107,3.7973,-1.9506,0.042,2.3724,0.5215,0.0337,0.008,0.0667,0.1714,0.0761,0.0028,0.0294,0.2771,0.0482,3,0.0,7.187842
787,series3,series,480.3223,0.1667,1.8954,0.5559,4.8781,1.7149,5.4984,-0.9938,0.0846,2.8961,3.3712,0.1225,0.081,0.1048,0.7145,0.122,0.0869,0.1507,0.8109,0.4239,2,-2.584674,8.907859
1270,series3_parallel2,series,99.5946,0.3333,1.4467,3.2171,3.5878,2.3577,3.0505,1.9798,0.148,3.6413,0.2293,0.1789,0.0066,0.0557,0.2348,0.0788,0.0143,0.1348,0.5305,0.2091,3,-1.5851068,6.6379957
875,parallel5,parallel,121.0204,1.0,2.0181,0.5558,0.3401,0.4194,0.2848,2.2715,0.1542,2.4528,7.4195,0.1216,0.0032,0.0617,0.1274,0.0242,0.0204,0.0654,0.5337,0.2156,0,0.0,6.9191065
2871,series3_parallel2,series,91.8332,1.5,0.395,2.1114,0.9861,3.645,0.6722,-2.834,0.1478,2.1567,0.4005,0.0739,0.0018,0.0526,0.1497,0.0155,0.0117,0.0562,0.3077,0.1598,3,0.5849625,6.5209436
3807,series3_parallel2,series,664.0964,0.6667,5.7157,4.643,4.4157,1.9102,1.191,-0.777,0.1576,1.4789,2.5974,0.0166,0.0022,0.0721,0.051,0.0591,0.0386,0.1611,0.7577,0.1895,3,-0.58489037,9.375249
405,series3,series,258.3449,0.2,1.4877,3.6641,3.0291,4.0057,2.8431,1.8455,0.1044,0.6569,3.9897,0.2102,0.0043,0.2492,0.7295,0.0597,0.0059,0.1334,0.3705,0.0679,2,-2.321928,8.013155
3312,series3,series,418.7297,1.0,0.9392,3.2594,2.8772,1.7815,3.1932,0.6185,0.0323,3.4134,1.5773,0.2407,0.0657,0.1944,0.8821,0.1232,0.0038,0.0562,0.2769,0.0464,2,0.0,8.709875
3326,series3,series,220.8645,0.25,2.4933,3.5273,0.6557,0.927,0.6922,-2.9004,0.1734,1.2337,2.1711,0.0707,0.01,0.1279,0.4816,0.2132,0.0126,0.1693,0.1816,0.0868,2,-2.0,7.787018
1956,series3,series,182.9985,0.2,3.7546,2.1615,1.563,3.7375,2.5267,0.237,0.068,2.3195,6.5835,0.1256,0.0083,0.1025,0.403,0.0755,0.0025,0.0284,0.1043,0.1016,2,-2.321928,7.515688
1090,series3,series,87.1186,0.125,3.9212,4.9715,4.1699,0.3078,1.7954,-0.1051,0.1153,2.5942,2.1881,0.1493,0.0027,0.0342,0.0582,0.0397,0.0035,0.0537,0.3174,0.0346,2,-3.0,6.444909
547,series3,series,653.2203,0.125,0.78,0.67,1.5073,3.5558,1.2904,-1.8684,0.1703,0.329,2.9218,0.1863,0.0077,0.0514,0.1005,0.0666,0.0021,0.0626,0.2615,0.1461,2,-3.0,9.351426
1316,parallel5,parallel,591.4698,0.2,0.66,2.0661,0.3037,2.5042,3.4051,-1.4873,0.0743,1.3329,6.9996,0.048,0.0033,0.1632,0.2075,0.0274,0.0045,0.0817,0.4778,0.0403,0,-2.321928,9.20816
2077,series2x2_parallel1,parallel,66.3581,0.2,5.4563,1.3653,3.9241,3.7725,0.6527,1.7691,0.1693,0.487,5.055,0.0942,0.0031,0.0966,0.0698,0.0175,0.0023,0.2128,0.1553,0.0877,1,-2.321928,6.052201
1452,parallel5,parallel,660.1138,3.0,1.2397,1.6123,2.8827,1.8284,5.3744,2.5825,0.1061,3.0638,1.1562,0.0328,0.0026,0.1338,0.2545,0.0342,0.0075,0.0337,0.2749,0.1332,0,1.5849625,9.36657
2664,series3_parallel2,series,426.2961,0.5,4.7597,2.1841,1.3383,3.4979,1.8449,-1.4569,0.1594,0.9518,5.6195,0.1915,0.0262,0.1583,0.6559,0.0848,0.0064,0.1317,0.1754,0.0284,3,-1.0,8.735712
2539,series3_parallel2,series,737.4609,1.5,2.4149,2.135,2.2037,2.5703,3.2889,-2.4014,0.1416,2.0696,1.7426,0.222,0.0277,0.1321,0.8345,0.2211,0.048,0.0765,0.4627,0.2541,3,0.5849625,9.5264225
2203,series3,series,73.5762,0.125,3.5286,2.0309,0.7183,3.831,2.301,2.944,0.0536,3.9638,7.3664,0.1069,0.015,0.1841,0.7716,0.0794,0.0378,0.1316,0.6218,0.0472,2,-3.0,6.201167
1473,series3,series,119.5813,1.5,4.156,1.8891,3.6107,1.2236,5.7361,0.779,0.0963,0.6065,3.2736,0.1004,0.0881,0.1065,0.6328,0.3129,0.0117,0.3,0.6025,0.0522,2,0.5849625,6.901848
596,series3_parallel2,series,651.3288,3.0,3.2148,1.1597,1.1618,1.2461,3.7446,2.7112,0.0784,0.6529,1.9199,0.1347,0.002,0.0401,0.203,0.0189,0.007,0.084,0.3398,0.1474,3,1.5849625,9.347242
2130,series3,series,146.7326,1.5,1.7392,3.1107,5.2216,2.6164,2.6816,-1.0087,0.1311,2.9027,1.3107,0.0666,0.0105,0.1126,0.2125,0.0902,0.0065,0.1436,0.5735,0.1603,2,0.5849625,7.197046
1593,series3_parallel2,series,405.829,4.0,1.2955,1.1537,2.2849,5.4535,3.9609,2.323,0.0238,3.2918,4.7051,0.2407,0.0117,0.1039,0.2668,0.1301,0.0112,0.0364,0.1143,0.0594,3,2.0,8.664728
456,parallel5,parallel,487.7813,4.0,1.6816,2.5869,1.4701,5.4164,0.809,1.9167,0.1649,3.9236,6.6054,0.1151,0.0061,0.0434,0.1752,0.023,0.033,0.2011,0.5882,0.1004,0,2.0,8.930091
573,series3,series,103.6043,4.0,2.7081,1.0986,1.5319,3.0275,1.9915,-0.7041,0.1768,1.6583,0.3501,0.165,0.0064,0.086,0.0933,0.046,0.0111,0.1941,0.5079,0.1212,2,2.0,6.69494
2553,parallel5,parallel,66.9523,1.0,4.5036,1.7482,0.597,4.2844,4.0473,1.3687,0.0339,2.3228,3.0774,0.0561,0.0231,0.114,0.3589,0.1993,0.1123,0.2575,0.6657,0.2631,0,0.0,6.0650616
3220,parallel5,parallel,313.4067,1.0,1.022,1.7068,1.4977,5.2048,0.7662,0.1023,0.1345,3.3064,7.7001,0.0946,0.0064,0.2569,0.5595,0.2093,0.0776,0.1494,0.6271,0.1273,0,0.0,8.291892
3738,series2x2_parallel1,parallel,142.577,0.5,4.9312,2.8683,0.1779,3.6903,3.3001,1.9432,0.1437,0.0775,7.4851,0.0445,0.0018,0.07,0.1011,0.056,0.0028,0.0509,0.4855,0.0387,1,-1.0,7.155597
1816,series2x2_parallel1,parallel,767.4938,1.0,5.7802,3.3131,3.5427,4.3193,4.0158,2.0255,0.0409,3.6314,3.2309,0.1423,0.1082,0.1078,0.6347,0.1205,0.0065,0.0429,0.1866,0.0364,1,0.0,9.584011
3079,parallel5,parallel,195.5697,4.0,5.8781,1.623,3.9753,0.7834,4.3661,-2.2748,0.0048,3.5727,3.3313,0.167,0.0066,0.0487,0.0994,0.0624,0.0135,0.0699,0.3526,0.1057,0,2.0,7.611539
2154,series3,series,104.757,0.6667,2.4825,3.3276,2.4112,1.3966,3.5855,2.6732,0.1485,3.0918,3.1776,0.1928,0.0236,0.1333,0.5876,0.1171,0.1091,0.133,0.9051,0.0824,2,-0.58489037,6.7109027
2843,series2x2_parallel1,parallel,341.5142,4.0,1.6491,0.7107,3.65,2.3115,3.7836,2.8629,0.1641,0.9933,2.7039,0.2185,0.0069,0.0431,0.2792,0.124,0.0045,0.045,0.0666,0.0408,1,2.0,8.415802
1295,parallel5,parallel,329.1709,0.6667,1.0092,1.3283,0.2503,1.742,0.6436,-1.166,0.1373,1.0486,3.2857,0.1505,0.0022,0.1276,0.2412,0.0409,0.0199,0.0935,0.7817,0.1274,0,-0.58489037,8.362693
719,parallel5,parallel,413.636,0.3333,3.7443,4.3809,0.3572,2.8635,1.5769,0.5189,0.1686,3.1716,2.3473,0.0,0.0044,0.0331,0.1421,0.0545,0.0026,0.1098,0.1734,0.0519,0,-1.5851068,8.692218
2717,series3,series,576.6445,4.0,1.1708,3.899,5.626,4.1868,5.132,2.6864,0.0544,1.4964,7.1891,0.2324,0.0044,0.173,0.7783,0.2029,0.0281,0.1615,0.4579,0.0876,2,2.0,9.171538
2533,series2x2_parallel1,parallel,347.0772,1.5,2.5153,0.6449,0.4962,0.4639,2.8921,2.1878,0.1246,0.5084,5.2663,0.0036,0.0026,0.0924,0.3446,0.053,0.004,0.06,0.1279,0.0503,1,0.5849625,8.439113
2591,series2x2_parallel1,parallel,631.4638,0.3333,1.0186,3.3631,3.0597,5.399,1.7502,2.6073,0.1373,1.2428,0.1985,0.1506,0.002,0.0978,0.2078,0.0324,0.0206,0.2066,0.5403,0.1098,1,-1.5851068,9.302556
972,parallel5,parallel,768.899,1.5,1.5884,3.3074,3.0852,2.8027,3.4135,1.0151,0.1144,2.9617,1.5294,0.0025,0.0024,0.0306,0.1467,0.0788,0.0655,0.0851,0.8714,0.1016,0,0.5849625,9.58665
1344,series2x2_parallel1,parallel,168.5719,0.2,2.5524,0.6023,1.7226,1.7995,0.4206,0.2186,0.1572,1.4942,3.0897,0.0507,0.0024,0.057,0.2586,0.0271,0.0204,0.3307,0.3221,0.1229,1,-2.321928,7.39722
4023,series3_parallel2,series,109.9833,4.0,4.0061,4.1309,1.9892,4.7871,5.321,-0.4505,0.1336,1.787,1.4054,0.0605,0.0052,0.063,0.2038,0.0524,0.0224,0.0989,0.7042,0.1588,3,2.0,6.781141
694,series2x2_parallel1,parallel,563.6851,1.0,0.2422,3.4603,1.8483,2.3195,4.6308,-1.0273,0.1167,0.9546,7.4637,0.135,0.0253,0.2196,0.6049,0.1418,0.0063,0.105,0.0868,0.0221,1,0.0,9.138745
4065,series3,series,115.2199,0.5,1.2886,1.1393,1.3624,3.6935,1.1361,2.5025,0.0249,0.8368,1.5124,0.0858,0.0037,0.1357,0.1829,0.1037,0.0028,0.0772,0.1663,0.0746,2,-1.0,6.848246
803,parallel5,parallel,110.4206,0.1667,2.2099,1.9074,1.8618,2.0136,0.155,0.8041,0.1444,0.0221,1.2178,0.0598,0.0858,0.1016,0.7188,0.1946,0.0089,0.2216,0.6195,0.2253,0,-2.584674,6.7868657
3713,parallel5,parallel,306.2211,0.5,0.9727,0.795,1.4185,0.6336,0.9231,-1.4027,0.0267,1.4989,3.4753,0.1452,0.0256,0.2522,0.4008,0.101,0.0203,0.2523,0.9235,0.1356,0,-1.0,8.25843
1923,series3,series,82.2368,0.3333,0.892,1.599,2.6394,3.9929,5.1485,-0.5418,0.1412,2.0422,4.6037,0.0013,0.0028,0.0832,0.2124,0.0659,0.0053,0.0567,0.2453,0.1574,2,-1.5851068,6.3617125
3098,series2x2_parallel1,parallel,155.1198,0.2,3.3496,5.6232,1.0305,2.6369,2.1108,0.9132,0.0816,1.7609,1.6458,0.1066,0.0031,0.0737,0.0676,0.0227,0.021,0.2923,0.5915,0.4608,1,-2.321928,7.277239
3233,series3,series,723.7742,0.5,1.9544,1.3353,0.1946,1.5443,3.5433,1.9304,0.1668,3.1286,1.7791,0.2401,0.0017,0.1,0.1839,0.0392,0.0263,0.0981,0.6134,0.2235,2,-1.0,9.499395
84,series3_parallel2,series,666.2342,1.5,3.2919,2.8089,1.2017,1.1911,3.998,1.1578,0.0365,2.4105,5.0397,0.0956,0.0016,0.0509,0.1705,0.0449,0.0026,0.0518,0.1466,0.0858,3,0.5849625,9.379886
74,series2x2_parallel1,parallel,238.859,0.6667,1.325,4.1769,4.0626,4.8039,1.7456,-0.3805,0.1016,3.9645,2.1668,0.0967,0.0191,0.1255,0.6912,0.0834,0.0264,0.0798,0.5956,0.0835,1,-0.58489037,7.9000154
3063,series2x2_parallel1,parallel,165.0269,0.125,2.9009,5.7916,2.2134,0.7243,3.1492,1.1727,0.0637,3.4986,3.0093,0.0093,0.0141,0.1611,0.68,0.0446,0.1048,0.1091,0.7683,0.2101,1,-3.0,7.3665576
3289,series3_parallel2,series,466.4577,0.2,2.2305,5.3609,1.1824,2.464,2.9462,0.1168,0.0643,3.4187,0.2502,0.2319,0.0039,0.1151,0.1826,0.0421,0.0093,0.0989,0.2366,0.0225,3,-2.321928,8.8656025
3322,series3,series,328.2247,0.125,1.2725,1.3641,2.4432,2.7315,4.2079,-1.1531,0.0635,2.1014,5.4112,0.1563,0.0079,0.071,0.3181,0.0489,0.0099,0.1056,0.7396,0.1425,2,-3.0,8.35854
