id,algorithm,frequencia_base,ratio_carrier,index_12,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,freq_log2,algorithm_idx,freq_bin
2419,series2x2_parallel1,254.3018,0.6667,3.6419,-9.5285,0.0689,0.0,0.0,0.193,7.990398,1,6
1448,series2x2_parallel1,512.5239,3.0,3.0625,-8.4654,0.0198,0.0,0.0,-0.1244,9.001475,1,9
1280,series3,531.8094,2.0,1.4226,-1.0861,0.1054,0.0,0.0,-0.2258,9.054766,2,9
267,parallel5,213.7607,3.0,2.6143,0.9089,0.1263,0.0,0.0,0.1326,7.739853,0,5
406,series3,275.1428,1.0,1.1245,-8.2485,0.0316,0.0,0.0,-0.0611,8.104036,2,6
804,series3,429.7344,2.0,0.4702,-1.4333,0.2725,0.0,0.0,0.1682,8.747301,2,8
2593,series2x2_parallel1,151.4425,0.6667,0.3632,-1.3123,0.0646,0.0,0.0,-0.1395,7.242626,1,3
225,series3_parallel2,239.1149,1.5,1.9393,6.2294,0.0427,0.0,0.0,0.0182,7.9015603,3,5
206,parallel5,151.6267,0.6667,3.1173,-10.1182,0.0557,3.5389,5.1246,0.2143,7.24438,0,3
136,series2x2_parallel1,193.4913,1.0,2.6206,-2.4511,0.0353,0.9836,4.8202,0.1932,7.596125,1,4
408,series3_parallel2,175.2098,0.5,5.1179,-10.6452,0.0282,0.0,0.0,-0.2075,7.4529395,3,4
2527,parallel5,212.262,2.0,1.0027,7.9995,0.0122,0.0,0.0,0.1498,7.7297025,0,5
1124,series3,112.1211,1.0,4.7865,-11.6107,0.0249,2.8817,0.5362,-0.0237,6.808914,2,2
1895,series2x2_parallel1,66.8816,1.5,4.3261,-8.5775,0.1052,0.0,0.0,0.0483,6.0635376,1,0
685,series2x2_parallel1,173.8397,4.0,3.001,-10.6561,0.0987,2.6178,0.6177,0.0962,7.4416137,1,4
146,parallel5,589.1652,0.125,1.875,-11.0414,0.2155,2.6888,6.7451,-0.0994,9.202528,0,10
2030,series2x2_parallel1,121.9084,0.2,5.7179,-1.8059,0.1757,0.6035,5.8081,0.0426,6.9296536,1,2
1524,series3_parallel2,106.3729,1.5,1.2941,2.5919,0.1308,2.3355,0.9959,0.0364,6.732987,3,2
515,series3,65.3319,0.5,3.6251,8.4926,0.1013,0.0,0.0,-0.1891,6.0297155,2,0
632,series3_parallel2,291.0208,0.125,1.8592,7.4003,0.1138,3.7635,1.0914,-0.0011,8.1849785,3,6
1684,series2x2_parallel1,245.8275,0.125,1.0597,-1.8892,0.131,0.0,0.0,0.1627,7.9415026,1,6
1340,series3,108.3483,0.3333,2.7354,3.3192,0.016,0.0,0.0,0.038,6.7595325,2,2
1000,parallel5,104.0952,1.0,0.5846,-2.1085,0.0548,1.7551,5.4641,-0.0738,6.70176,0,2
1200,series3_parallel2,121.24,0.6667,1.8597,4.0385,0.2367,0.0,0.0,0.1046,6.921722,3,2
190,parallel5,278.9905,1.0,1.631,-6.5689,0.1928,0.0,0.0,-0.2477,8.124072,0,6
1395,series3_parallel2,329.4391,0.3333,3.946,-3.6472,0.1012,1.3795,6.7326,-0.1816,8.363868,3,7
308,series3_parallel2,276.3194,2.0,0.8345,-5.0767,0.1401,0.0,0.0,0.0742,8.110193,3,6
945,series3,158.6348,1.5,2.484,-9.3909,0.0369,0.0,0.0,0.1332,7.3095655,2,4
574,series3,76.9187,0.6667,4.5782,11.8083,0.1401,0.0,0.0,0.0244,6.2652626,2,0
1559,series3,158.2243,1.5,1.8099,-0.8928,0.0516,1.9236,1.5598,-0.2483,7.3058276,2,4
600,series3,116.457,1.0,4.597,-3.7626,0.2389,2.7887,6.2807,0.2331,6.8636537,2,2
3004,series3_parallel2,608.025,2.0,2.6511,-7.3692,0.0701,0.0,0.0,0.2289,9.247987,3,10
1240,series3,425.6469,0.6667,2.6795,3.7991,0.2394,0.0,0.0,0.0336,8.733513,2,8
1420,series2x2_parallel1,87.1379,0.5,1.1037,-6.0453,0.0809,2.4362,1.793,0.1114,6.4452286,1,1
2078,series3,566.2576,0.5,0.2381,9.9835,0.2397,0.0,0.0,0.0604,9.145315,2,9
274,series3_parallel2,67.1007,0.6667,1.6149,2.5916,0.026,2.0881,3.535,0.0506,6.068256,3,0
651,parallel5,371.4273,1.5,2.3258,-3.3464,0.2389,0.0,0.0,0.0524,8.536936,0,7
166,series3_parallel2,667.6063,1.0,2.3716,-2.58,0.2143,0.9686,4.009,-0.2047,9.3828535,3,10
782,series3_parallel2,301.4674,1.0,4.0747,-10.3783,0.0879,0.0,0.0,0.0826,8.235858,3,6
1178,series3_parallel2,655.6438,3.0,0.5879,7.7063,0.0049,3.4651,0.542,-0.0843,9.356769,3,10
2487,parallel5,860.3711,0.3333,1.1159,-6.6616,0.0298,2.2883,7.1355,-0.1269,9.748816,0,11
3056,parallel5,381.2995,1.0,1.51,11.8927,0.0788,0.0,0.0,0.1475,8.57478,0,7
2189,series3_parallel2,667.856,4.0,4.117,8.9236,0.1552,3.5211,0.7062,0.2397,9.383393,3,10
1786,series3,495.0272,0.6667,2.3244,-7.1327,0.091,1.8447,3.849,0.1374,8.951364,2,9
335,parallel5,391.1889,0.6667,3.095,-7.4529,0.003,1.3347,3.1101,0.1464,8.611722,0,8
509,series3,638.2387,1.0,1.7851,7.5854,0.0148,1.8173,4.8105,-0.0566,9.317952,2,10
1169,series3_parallel2,103.6044,1.0,1.5738,-4.1885,0.0327,2.2532,7.1587,-0.0531,6.6949415,3,2
2163,parallel5,110.1377,0.1667,0.409,9.6228,0.0575,0.0,0.0,0.0463,6.7831645,0,2
2718,series3,79.3609,3.0,0.7817,-10.6072,0.1926,1.0372,5.6599,0.0765,6.3103566,2,0
27,series3,231.8299,1.0,4.1179,-9.7646,0.2216,3.4754,6.3654,-0.0511,7.8569226,2,5
1692,series2x2_parallel1,81.1109,1.0,2.7263,-5.1002,0.1824,2.3011,4.1336,0.0596,6.341824,1,0
2205,series3_parallel2,100.736,0.125,3.2462,-7.3064,0.25,3.6664,5.2097,-0.0383,6.6544356,3,1
1196,parallel5,138.8944,2.0,1.2255,-8.6732,0.1023,0.0,0.0,0.138,7.1178446,0,3
1283,series2x2_parallel1,608.4545,2.0,3.3112,-11.7988,0.1534,0.0,0.0,0.1553,9.249005,1,10
2,series3,582.4481,0.3333,3.1006,-1.6652,0.2242,0.0,0.0,-0.0998,9.185986,2,10
2779,series2x2_parallel1,108.9462,4.0,5.143,0.7037,0.0316,2.3416,4.4487,0.0678,6.7674723,1,2
255,parallel5,452.1089,0.125,2.8884,-4.7442,0.2766,0.0,0.0,-0.219,8.820526,0,8
845,series2x2_parallel1,196.8139,0.25,0.971,-6.7452,0.0055,0.0,0.0,-0.1393,7.6206884,1,5
1513,series3_parallel2,204.1433,0.25,4.2386,11.9068,0.0833,0.0,0.0,0.1949,7.6734385,3,5
827,parallel5,557.3605,0.3333,2.2694,5.3323,0.1105,3.6874,5.0467,0.1203,9.122467,0,9
319,series3,462.0776,0.5,1.3213,5.424,0.0693,0.6901,2.1152,0.1598,8.851992,2,8
2857,series2x2_parallel1,640.1865,1.0,3.3889,-4.5683,0.103,0.0,0.0,-0.0205,9.322349,1,10
1361,parallel5,77.9225,0.2,3.7689,7.3855,0.016,0.942,4.8526,0.1893,6.283968,0,0
2700,series3_parallel2,827.2221,0.125,1.7931,-6.2402,0.0161,0.7904,0.9179,0.007,9.692131,3,11
2083,series3_parallel2,358.3627,0.25,1.6808,-0.975,0.0381,3.7686,0.6007,0.2147,8.485276,3,7
931,parallel5,644.0023,1.0,2.7667,5.1801,0.0366,2.8565,1.2355,0.1526,9.330922,0,10
1022,series2x2_parallel1,83.0448,0.25,2.1523,1.3711,0.1353,0.0,0.0,0.2426,6.375818,1,1
1913,parallel5,748.1308,4.0,3.363,11.3467,0.2238,1.908,1.0537,-0.2478,9.547147,0,11
1982,parallel5,149.1058,0.5,1.9022,-4.0669,0.2036,0.0,0.0,-0.0861,7.2201924,0,3
2317,series2x2_parallel1,277.8724,0.25,0.3006,10.9991,0.0561,0.0,0.0,0.0484,8.1182785,1,6
2039,series3_parallel2,103.5981,2.0,1.4572,11.4905,0.2451,0.0,0.0,-0.1057,6.694854,3,2
472,series2x2_parallel1,600.6256,3.0,2.2604,-10.7899,0.2478,3.1452,7.7973,0.1408,9.230322,1,10
167,parallel5,167.7461,0.125,1.928,11.5645,0.2412,0.0,0.0,-0.1704,7.3901353,0,4
1883,series3,264.4758,0.2,1.9925,0.732,0.1634,0.0,0.0,0.0063,8.046992,2,6
1849,series3,101.0986,0.1667,4.6308,1.6736,0.0014,0.0,0.0,0.1011,6.6596193,2,2
2935,parallel5,108.5734,0.125,1.6824,-7.8429,0.0342,0.0,0.0,0.1041,6.762527,0,2
1729,series3,494.8193,0.125,1.5848,-2.6178,0.2354,0.0,0.0,-0.0698,8.950758,2,9
1499,series3,74.6396,2.0,5.557,-2.5566,0.0403,0.0,0.0,0.2305,6.2218695,2,0
1730,series3_parallel2,188.8126,1.0,0.6779,-0.5809,0.0072,0.0,0.0,-0.1817,7.5608115,3,4
856,series3_parallel2,756.7583,1.0,0.8064,8.1137,0.1008,0.7063,3.9473,-0.0441,9.563689,3,11
2079,series3,72.0565,0.25,1.6913,-7.1863,0.0891,0.0,0.0,0.0268,6.1710567,2,0
2597,series3,187.5842,0.25,1.2145,8.4622,0.0226,0.0,0.0,0.0462,7.5513945,2,4
2568,series3,69.2886,1.0,1.6818,-4.3857,0.081,0.6953,5.1225,-0.0557,6.114546,2,0
2578,series2x2_parallel1,118.2061,0.5,1.8393,1.0744,0.0003,0.0,0.0,-0.218,6.885161,1,2
382,parallel5,227.3089,0.5,1.3718,11.3822,0.1797,0.5614,2.0763,0.0408,7.8285103,0,5
1081,series2x2_parallel1,627.5699,0.1667,0.8688,7.6177,0.1442,1.2595,0.1311,-0.0139,9.2936325,1,10
2997,series3_parallel2,215.5446,0.5,4.5121,-6.1369,0.2297,2.0378,6.692,0.0721,7.7518425,3,5
353,series2x2_parallel1,118.2599,0.5,1.7244,-6.8054,0.0555,0.0,0.0,-0.0359,6.885817,1,2
1009,parallel5,204.7418,2.0,0.5936,11.1502,0.1973,0.0,0.0,0.0282,7.677662,0,5
1449,series3,441.6592,3.0,0.8602,4.7144,0.2586,0.0,0.0,-0.0194,8.78679,2,8
110,parallel5,65.7956,1.0,4.3752,9.4082,0.205,0.0,0.0,-0.2479,6.0399194,0,0
504,series3,795.2084,1.0,2.4185,-10.5558,0.1637,0.0,0.0,0.09,9.635189,2,11
2100,series3_parallel2,367.5354,4.0,2.1023,6.2201,0.0035,0.5602,0.5823,0.1975,8.521739,3,7
2631,series3,81.1226,0.2,1.7318,9.5452,0.0174,0.0,0.0,-0.0183,6.342032,2,0
1518,parallel5,288.0043,1.0,4.0973,-10.8865,0.0765,2.4453,3.312,-0.1234,8.169947,0,6
722,series3,94.5363,0.125,5.8004,-9.3376,0.1396,0.0,0.0,-0.119,6.5627966,2,1
2973,series3,83.4492,0.6667,3.8667,-1.4199,0.0221,3.5584,1.3569,0.1993,6.3828263,2,1
585,parallel5,299.2976,1.5,4.3108,8.866,0.0687,3.3498,2.1522,-0.1452,8.225437,0,6
2234,series3_parallel2,229.1871,1.5,0.0316,-8.4701,0.1138,2.6173,3.1186,0.1411,7.840382,3,5
2675,series3_parallel2,91.2186,0.125,0.0287,1.0687,0.1085,0.0,0.0,0.149,6.511256,3,1
10,series3_parallel2,140.351,3.0,1.6626,5.5236,0.0412,2.3239,2.7864,-0.2012,7.1328955,3,3
1252,series2x2_parallel1,91.8314,0.6667,2.5641,-8.7716,0.1095,0.0,0.0,0.0636,6.5209155,1,1
337,series3,186.9707,0.2,3.3078,10.5622,0.2058,1.3154,0.5763,0.1177,7.5466685,2,4
101,series2x2_parallel1,151.6451,0.25,4.3805,3.6352,0.0621,0.0,0.0,-0.2216,7.244555,1,3
1603,series3_parallel2,752.4862,4.0,1.1473,-6.7584,0.0847,0.0,0.0,-0.1554,9.555521,3,11
2927,series2x2_parallel1,97.3091,2.0,0.2951,-0.4158,0.0966,3.3596,7.5875,0.0967,6.6045027,1,1
611,series2x2_parallel1,173.3853,4.0,2.4206,-10.648,0.0569,0.9107,4.1235,-0.0808,7.4378376,1,4
784,parallel5,433.3916,0.3333,5.8836,-10.5138,0.0045,2.0453,2.9946,0.0656,8.759527,0,8
2862,parallel5,577.7834,1.0,2.0917,-2.3449,0.1835,2.4008,7.9083,-0.2027,9.174385,0,10
705,series2x2_parallel1,804.5354,0.5,5.3555,7.7524,0.1073,0.0,0.0,0.1114,9.652012,1,11
215,series3,519.8354,1.0,3.3705,-7.4743,0.1899,0.0,0.0,0.1075,9.021911,2,9
2466,parallel5,95.932,1.0,4.0784,1.8084,0.2406,0.0,0.0,0.0028,6.58394,0,1
824,series3,242.3177,0.1667,1.7629,-7.2455,0.0545,0.0,0.0,-0.0407,7.920756,2,5
2921,series2x2_parallel1,79.6073,0.125,2.3353,-8.339,0.0396,0.0,0.0,0.1682,6.314829,1,0
2372,series3_parallel2,575.6742,0.125,3.439,3.653,0.1106,0.0,0.0,0.0122,9.169108,3,10
668,series3_parallel2,310.059,2.0,1.5833,1.0169,0.2564,0.0,0.0,-0.1804,8.276399,3,7
3011,series3,330.5707,0.3333,5.2084,-10.8099,0.1867,1.3744,4.5654,0.1766,8.368815,2,7
2281,parallel5,101.4175,2.0,1.3767,0.6051,0.2355,0.7147,5.3897,-0.1272,6.6641626,0,2
631,parallel5,721.557,0.2,2.2174,-4.6641,0.2552,0.7684,1.9203,-0.2032,9.494969,0,10
1140,series3,94.9394,2.0,1.9797,-10.2578,0.0752,0.0,0.0,0.0628,6.568935,2,1
2095,series3,818.0769,2.0,1.0726,-11.815,0.0231,0.926,6.9615,0.0798,9.676093,2,11
2272,series2x2_parallel1,271.1396,2.0,1.7012,11.9806,0.0759,0.0,0.0,-0.0889,8.082892,1,6
279,series2x2_parallel1,112.0648,0.125,4.4484,0.6947,0.0869,3.2586,5.6544,-0.0365,6.8081894,1,2
1235,parallel5,829.3531,0.3333,0.5501,3.9149,0.1433,0.0,0.0,-0.156,9.695843,0,11
1888,series3_parallel2,829.5185,0.5,0.8925,-10.8498,0.0755,0.0,0.0,0.0703,9.696131,3,11
2429,series3,288.0336,0.3333,5.3744,-0.4274,0.1118,0.0,0.0,0.1292,8.170094,2,6
2882,series3_parallel2,649.9655,0.125,0.3008,-2.5053,0.0509,3.5608,4.7562,0.1542,9.344219,3,10
1643,series3_parallel2,819.3233,0.25,1.0222,9.1194,0.232,0.0,0.0,-0.0145,9.678289,3,11
1549,series3,758.0374,3.0,0.3987,11.2093,0.0677,1.448,3.0933,0.1141,9.566125,2,11
645,series3,66.3741,0.6667,0.1652,-1.7052,0.0875,0.0,0.0,-0.1094,6.0525484,2,0
2421,series3,184.9214,0.25,5.6291,2.6214,0.0942,0.0,0.0,0.1488,7.5307684,2,4
1412,series3,581.5596,1.5,3.5771,3.8506,0.102,2.4101,7.7859,-0.2082,9.183784,2,10
1019,series3_parallel2,107.929,4.0,4.474,8.0577,0.1115,1.6613,0.7533,-0.0482,6.7539387,3,2
988,parallel5,253.1093,0.5,0.6438,5.3171,0.009,2.8384,1.67,0.1167,7.983617,0,6
1927,series2x2_parallel1,383.249,1.0,0.3206,10.5545,0.1582,0.0,0.0,0.1604,8.582138,1,7
623,series2x2_parallel1,378.8341,4.0,0.4075,3.1096,0.076,3.0006,4.5091,0.0739,8.565422,1,7
895,series2x2_parallel1,178.435,0.25,5.0998,-4.1493,0.081,2.5893,4.2729,-0.0766,7.4792547,1,4
2910,series2x2_parallel1,103.8954,0.6667,4.5386,-8.4967,0.2175,0.0,0.0,0.0292,6.698988,1,2
2526,series2x2_parallel1,300.1415,0.1667,0.243,6.2936,0.1854,0.0,0.0,-0.2377,8.229499,1,6
2716,series3,114.6054,1.0,3.546,9.3086,0.1967,0.0,0.0,0.1566,6.8405313,2,2
462,parallel5,608.1547,1.0,1.5394,-8.444,0.014,3.0857,3.5621,-0.0075,9.248295,0,10
2119,series2x2_parallel1,549.7039,1.5,4.6817,-6.4649,0.0054,0.0,0.0,0.2188,9.102511,1,9
179,series3_parallel2,380.8468,0.5,1.7496,4.7434,0.1126,0.0,0.0,0.1343,8.573067,3,7
1155,series3_parallel2,423.798,0.25,0.4409,2.4879,0.2685,0.0,0.0,-0.1318,8.727233,3,8
1388,parallel5,161.7837,0.3333,4.0262,5.6636,0.1117,2.491,2.7619,0.1396,7.3379226,0,4
2574,parallel5,67.0381,1.5,1.9226,-2.5693,0.2581,0.0,0.0,-0.1698,6.0669093,0,0
1444,series3,226.0562,1.5,0.2687,-4.4159,0.0033,0.0,0.0,-0.1095,7.8205376,2,5
642,series2x2_parallel1,194.7005,0.3333,1.3324,10.761,0.2773,0.0,0.0,-0.0055,7.6051126,1,4
3066,series3,130.3226,4.0,3.1254,10.5375,0.0712,0.0,0.0,-0.016,7.0259433,2,3
368,series2x2_parallel1,137.7117,2.0,0.5688,10.9491,0.0193,0.0,0.0,-0.1589,7.1055074,1,3
2875,series2x2_parallel1,175.3545,1.5,0.363,-11.1223,0.1389,3.1659,3.6646,-0.0338,7.4541306,1,4
465,series2x2_parallel1,429.4025,4.0,5.8015,-6.4343,0.0023,0.0,0.0,0.0266,8.746187,1,8
359,series2x2_parallel1,111.51,1.5,2.8392,10.3738,0.1092,0.0,0.0,-0.2242,6.801029,1,2
522,series3_parallel2,189.7189,3.0,3.56,-1.1181,0.0514,0.8545,5.2074,0.0879,7.5677195,3,4
314,series2x2_parallel1,321.0773,3.0,0.0216,-1.1032,0.2118,0.0,0.0,-0.0735,8.3267765,1,7
1764,series3,70.1685,3.0,5.573,-11.7233,0.1896,0.0,0.0,0.2279,6.1327515,2,0
1828,series2x2_parallel1,786.9718,0.25,1.9148,-6.1277,0.0185,0.0,0.0,0.076,9.620168,1,11
1573,parallel5,859.1842,1.0,1.4685,-3.5103,0.022,3.9752,2.7003,-0.0642,9.746823,0,11
889,series3_parallel2,223.2508,0.2,3.5024,-0.4186,0.0048,1.3201,7.478,0.2134,7.8025217,3,5
140,parallel5,85.7812,0.3333,0.1132,-5.5925,0.2774,1.0125,0.4963,0.1422,6.42259,0,1
2170,series2x2_parallel1,415.3175,0.5,1.1592,3.1415,0.0438,1.7245,3.1901,0.1348,8.698071,1,8
1660,parallel5,853.9403,0.25,3.4352,-2.4874,0.0005,2.1005,5.488,-0.001,9.737991,0,11
468,series3_parallel2,427.5947,0.3333,1.8824,3.66,0.0567,1.0671,1.6577,0.0953,8.7401,3,8
1023,series3_parallel2,67.1656,0.25,1.6001,1.6339,0.0083,0.0,0.0,0.0682,6.0696507,3,0
2788,series3_parallel2,74.7373,1.5,1.3244,5.6712,0.2704,0.0,0.0,-0.062,6.2237563,3,0
1587,series2x2_parallel1,162.6279,0.125,1.6151,-5.4651,0.0768,1.4943,0.0551,-0.225,7.345431,1,4
1942,parallel5,109.4617,4.0,3.4211,4.7067,0.1029,0.0,0.0,0.1622,6.7742825,0,2
2462,parallel5,289.1676,0.3333,4.7126,-6.2902,0.0477,0.5366,0.3918,-0.206,8.175762,0,6
1329,series3_parallel2,253.8284,2.0,1.9634,-8.6701,0.1163,3.8421,4.4602,0.0171,7.9877095,3,6
2603,parallel5,313.8473,1.0,4.1508,2.2655,0.076,2.9358,7.4803,0.2062,8.293919,0,7
2142,series3,234.6877,1.0,2.3424,-9.2108,0.0838,0.0,0.0,-0.2379,7.8745985,2,5
2113,series2x2_parallel1,123.5831,3.0,2.8191,-3.8871,0.1015,0.0,0.0,-0.2356,6.9493375,1,2
1355,parallel5,505.9949,2.0,1.0041,-4.691,0.0142,0.0,0.0,0.0966,8.982979,0,9
2348,series3,781.8318,0.125,0.542,1.7504,0.1338,0.0,0.0,-0.0774,9.610714,2,11
151,series3_parallel2,248.2503,0.6667,0.5929,3.6367,0.0099,0.0,0.0,0.2358,7.9556518,3,6
2741,series3_parallel2,453.4236,0.6667,0.0312,-1.9207,0.2685,0.0,0.0,0.0804,8.824716,3,8
1794,series3_parallel2,87.1409,1.0,0.2739,1.0039,0.0079,0.0,0.0,-0.0993,6.445278,3,1
2062,parallel5,124.6311,0.25,3.7677,11.7573,0.0711,0.0,0.0,-0.0806,6.96152,0,3
2941,parallel5,187.4376,0.5,2.8182,-9.7698,0.1959,1.5582,4.8751,-0.1656,7.5502667,0,4
196,series3,118.1075,2.0,2.8901,6.6945,0.0094,2.2243,0.053,0.1785,6.883957,2,2
2987,series2x2_parallel1,100.4975,0.125,4.2539,-9.117,0.0482,3.0527,4.5515,0.1193,6.6510158,1,1
864,parallel5,83.1935,1.0,2.1669,3.2722,0.1752,0.0,0.0,-0.1537,6.378399,0,1
2577,parallel5,694.4445,3.0,2.0983,-0.6791,0.204,0.0,0.0,0.0683,9.439715,0,10
635,parallel5,733.6393,2.0,4.7622,-3.1908,0.0424,0.0,0.0,-0.0022,9.518928,0,11
576,parallel5,143.1834,1.0,4.8021,8.6982,0.1141,0.0,0.0,-0.0611,7.1617203,0,3
2911,series3,717.0094,0.125,0.401,3.9432,0.084,2.925,3.0761,0.0086,9.485848,2,10
1657,series2x2_parallel1,437.614,1.5,1.3919,7.7274,0.0916,1.7387,6.6355,-0.1808,8.773515,1,8
334,series3,471.4316,0.25,1.109,11.2203,0.1678,0.0,0.0,-0.1966,8.880905,2,9
1096,series3_parallel2,72.0238,0.6667,3.7842,-0.0798,0.1424,0.0,0.0,-0.1683,6.170402,3,0
1613,series3,203.2449,0.5,3.5242,-3.663,0.1599,1.1075,5.134,-0.1447,7.667075,2,5
1257,series3,439.3621,2.0,0.8116,-2.9874,0.1113,0.9037,5.5561,0.2004,8.779266,2,8
582,series3_parallel2,196.2205,0.25,1.8429,-3.3261,0.1245,1.0176,4.8435,0.2221,7.616332,3,5
15,series2x2_parallel1,178.931,0.3333,0.704,-1.0113,0.0808,3.7154,4.7213,0.0861,7.4832597,1,4
2064,series3,189.5787,0.3333,2.6159,1.866,0.0122,1.0149,4.5241,0.0451,7.5666533,2,4
1529,series3_parallel2,93.1506,1.5,0.0024,-7.7368,0.0353,0.0,0.0,0.2133,6.541493,3,1
3069,series3_parallel2,499.0338,0.25,0.8872,4.048,0.0019,0.8317,7.1018,0.2263,8.962994,3,9
2448,series3,106.8407,0.5,2.8078,-8.6262,0.0164,0.0,0.0,-0.0088,6.7393174,2,2
2105,series3,553.4587,0.5,2.7973,-4.0336,0.0413,0.0,0.0,-0.064,9.112331,2,9
1902,series3,171.7117,0.25,4.4195,8.5277,0.1479,3.8296,1.488,0.0122,7.4238443,2,4
2233,series3,110.3472,0.25,1.2301,-6.5994,0.2619,3.4951,5.3158,0.0426,6.7859063,2,2
392,series2x2_parallel1,70.1491,0.1667,2.6934,1.914,0.1026,2.6453,4.0393,-0.2158,6.132353,1,0
1141,parallel5,747.967,2.0,1.5047,-10.9702,0.0474,0.0,0.0,0.1132,9.546831,0,11
3035,series3_parallel2,353.9402,0.125,2.918,-6.3536,0.2361,2.5761,5.3957,0.0754,8.467361,3,7
2523,parallel5,319.7914,2.0,4.1388,-5.2356,0.0018,0.0,0.0,0.2385,8.320988,0,7
1891,series2x2_parallel1,805.2715,4.0,1.2937,3.1523,0.0503,0.0,0.0,0.2185,9.653332,1,11
1453,parallel5,477.4852,1.5,1.8802,5.6026,0.1921,1.8935,1.6502,0.0822,8.899312,0,9
2871,series3_parallel2,69.8408,0.125,1.2196,-3.9765,0.0,0.0,0.0,0.1247,6.125998,3,0
1503,series3_parallel2,327.7918,3.0,1.8398,-5.5668,0.2292,3.6254,5.3349,-0.1589,8.356636,3,7
2440,series3_parallel2,385.4029,0.2,0.5367,11.7355,0.0244,0.0,0.0,0.0037,8.590223,3,8
615,parallel5,226.7248,1.5,1.1858,-2.785,0.2324,0.0,0.0,-0.1874,7.8247986,0,5
2576,series3,450.6091,0.6667,1.928,3.0787,0.2094,0.0,0.0,-0.1384,8.815733,2,8
826,series2x2_parallel1,248.6309,1.0,0.8447,-8.9411,0.1586,0.0,0.0,-0.0816,7.957862,1,6
1754,series3_parallel2,289.5191,2.0,0.0363,3.2621,0.2264,0.0,0.0,-0.1483,8.177515,3,6
2780,series3_parallel2,288.6416,0.2,1.8204,-0.75,0.2275,2.872,0.6424,-0.0639,8.173136,3,6
1417,parallel5,563.3393,0.2,1.1269,-4.8107,0.0918,3.7695,4.0872,-0.0002,9.13786,0,9
1704,series3,289.9998,1.5,1.07,-9.5745,0.0148,0.0,0.0,-0.2195,8.179908,2,6
2588,series2x2_parallel1,190.5939,1.5,1.1727,-4.9028,0.0007,2.7897,7.7146,-0.046,7.574358,1,4
871,series3_parallel2,205.4316,1.5,0.2405,9.5943,0.1485,3.4938,6.166,-0.077,7.682514,3,5
2169,series2x2_parallel1,114.2927,1.5,1.4777,-0.3977,0.226,0.8288,4.9523,0.214,6.8365893,1,2
1761,series3,336.9397,0.25,2.7172,8.7907,0.106,0.0,0.0,0.0508,8.396347,2,7
39,parallel5,78.6156,1.0,0.4315,10.1419,0.1837,0.0,0.0,0.1063,6.296744,0,0
2293,parallel5,136.331,1.5,1.8876,10.6731,0.0412,0.0,0.0,-0.1479,7.0909696,0,3
2752,series3_parallel2,434.279,0.125,1.9758,-0.7501,0.1068,1.4716,7.4589,0.218,8.762479,3,8
1854,parallel5,387.38,0.5,3.185,-1.5378,0.0338,2.9963,2.8319,-0.2426,8.597606,0,8
2957,series2x2_parallel1,312.9009,1.0,1.8004,3.7035,0.1673,1.9225,4.9451,-0.2395,8.289562,1,7
224,parallel5,515.0165,1.0,0.4862,11.252,0.0829,1.0425,6.1664,-0.1256,9.008474,0,9
2501,series3,254.8938,1.0,0.4142,-5.2549,0.1825,0.0,0.0,0.2191,7.9937525,2,6
2522,parallel5,90.5158,1.0,0.5508,3.2373,0.0668,1.957,2.6111,-0.0132,6.5000978,0,1
376,series2x2_parallel1,159.6668,0.25,1.1221,-6.8233,0.2386,0.0,0.0,-0.0287,7.3189206,1,4
2563,parallel5,243.4042,0.25,3.4776,-2.0681,0.0329,1.0157,6.2524,0.0832,7.9272103,0,5
72,series2x2_parallel1,140.0168,0.2,1.404,1.748,0.2433,0.0,0.0,-0.159,7.129456,1,3
2659,series2x2_parallel1,797.3774,0.25,4.2427,2.6325,0.2363,0.0,0.0,0.1593,9.639119,1,11
2388,parallel5,296.3356,2.0,2.1344,-2.282,0.1586,1.7102,2.8795,-0.0181,8.211088,0,6
848,series3_parallel2,262.3239,4.0,2.9888,5.2277,0.0194,0.0,0.0,-0.0433,8.035206,3,6
2367,series3,224.0502,0.1667,1.2724,-10.0521,0.1077,2.9819,4.7976,-0.1707,7.807678,2,5
2151,series2x2_parallel1,557.5851,4.0,2.1936,9.5741,0.0132,0.0,0.0,0.1998,9.123048,1,9
1871,series3_parallel2,408.954,0.5,5.3882,-6.1045,0.058,0.0,0.0,-0.1445,8.675795,3,8
1362,series2x2_parallel1,349.0944,1.0,2.1475,5.7191,0.2031,0.0,0.0,-0.0052,8.447474,1,7
2502,series2x2_parallel1,275.9172,0.1667,5.2097,0.8558,0.0633,3.7641,7.4477,-0.2271,8.108091,1,6
2500,parallel5,72.9207,3.0,3.044,-9.6949,0.026,0.0,0.0,0.1655,6.1882567,0,0
2757,parallel5,89.0908,0.1667,0.6687,-9.7246,0.078,3.3991,4.4048,-0.1683,6.4772043,0,1
3017,parallel5,81.2505,1.0,1.3711,3.6098,0.0699,2.2632,2.3215,-0.1079,6.344305,0,0
877,series3,358.2699,1.5,1.344,9.592,0.1471,3.0275,2.9301,-0.2429,8.484903,2,7
2111,series2x2_parallel1,576.0344,3.0,1.6054,7.4782,0.081,0.0,0.0,-0.1796,9.1700115,1,10
