id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,detune_carrier_head
519,series2x2_parallel1,651.3622,2.0,2.976,5.6193,0.2074,5.4966,2.8329,-4.9488,0.1913,1.6737,5.4847,0.2828,0.017,0.0781,0.5062,0.0289,0.0913,0.0676,0.4151,0.1103,1,1.0,9.347316,-4.9488
969,parallel5,383.2705,0.3333,3.981,5.2633,0.7288,1.6111,4.1895,-8.1756,0.3185,0.3242,3.4545,0.1687,0.0065,0.0382,0.7882,0.1435,0.0549,0.3172,0.6914,0.0636,0,-1.5851068,8.582219,-8.1756
2863,parallel5,75.0019,1.5,2.7891,0.5398,3.3597,0.6783,1.7018,-8.3875,0.1716,4.1623,4.2396,0.3045,0.0189,0.0573,0.1976,0.1338,0.0074,0.4278,0.7685,0.2041,0,0.5849625,6.228855,-8.3875
3014,parallel5,787.2789,1.5,0.3909,2.0725,3.1979,0.3082,0.2666,-6.6223,0.0659,3.3732,0.4152,0.0519,0.0109,0.1006,0.1902,0.4405,0.008,0.0455,0.5386,0.2158,0,0.5849625,9.620731,-6.6223
3844,parallel5,279.0443,0.125,4.0751,3.7639,0.3475,0.2902,4.7077,-6.3016,0.4462,7.4864,2.6291,0.6721,0.0164,0.2196,0.2102,0.1868,0.0466,0.3657,0.2288,0.0967,0,-3.0,8.124351,-6.3016
248,series2x2_parallel1,361.3665,1.0,1.038,1.8897,3.8197,1.0142,0.67,5.003,0.3196,1.3296,10.1166,0.5593,0.0076,0.0455,0.4145,0.1562,0.0075,0.6181,0.2789,0.2244,1,0.0,8.497319,5.003
850,series3,291.8176,0.125,0.7133,1.1079,2.3175,5.6861,1.5436,3.1344,0.3996,4.0131,17.7924,0.362,0.0561,0.4793,0.5477,0.1379,0.0265,0.4622,0.2876,0.6847,2,-3.0,8.188923,3.1344
3131,series2x2_parallel1,456.7299,3.0,3.8058,3.7614,3.5391,3.5535,2.3483,-4.2214,0.3046,6.1762,1.0117,0.6182,0.0055,0.1348,0.1847,0.3557,0.0354,0.1428,0.195,0.2061,1,1.5849625,8.835197,-4.2214
1015,parallel5,369.4833,1.0,2.0519,4.3423,2.3894,1.0002,4.1624,-4.2003,0.0683,0.4642,16.4451,0.3369,0.0315,0.3882,0.6865,0.2177,0.0032,0.2811,0.4057,0.6431,0,0.0,8.529366,-4.2003
1918,parallel5,557.9166,0.3333,2.2808,2.3875,1.8419,0.4862,5.1371,-2.087,0.1925,0.2981,7.1755,0.3268,0.0028,0.1373,0.2953,0.031,0.0128,0.1308,0.9417,0.1614,0,-1.5851068,9.123906,-2.087
3500,series3,123.3609,1.0,0.561,1.273,0.8907,3.351,1.0776,-7.7608,0.1726,7.04,2.7236,0.2993,0.0175,0.2195,0.6096,0.0205,0.0091,0.0507,0.5052,0.2933,2,0.0,6.9467416,-7.7608
2900,series3_parallel2,693.1898,0.5,1.5567,2.2692,3.2623,0.4761,1.2148,-2.0997,0.3083,6.3751,7.6759,0.7262,0.0031,0.1312,0.7495,0.0852,0.0102,0.2625,0.205,0.0302,3,-1.0,9.437107,-2.0997
2513,series2x2_parallel1,98.2977,0.125,3.095,3.3425,3.4915,1.4581,3.6115,-4.7461,0.1866,7.8851,11.4962,0.0235,0.0379,0.1476,0.5764,0.1889,0.0374,0.4826,0.693,0.3637,1,-3.0,6.619086,-4.7461
1752,series3,599.3681,4.0,3.5372,3.3561,0.7218,4.0506,0.7281,5.6443,0.4121,1.9288,7.558,0.3633,0.0391,0.2848,0.6554,0.1276,0.0616,0.0436,0.3988,0.3329,2,2.0,9.227299,5.6443
941,series2x2_parallel1,719.0661,0.5,5.5016,2.7439,0.5274,2.2322,1.16,3.36,0.2532,7.4174,1.3687,0.7997,0.0262,0.0449,0.636,0.0404,0.0601,0.0868,0.3385,0.1259,1,-1.0,9.489981,3.36
3240,series3_parallel2,72.857,0.6667,3.42,2.6624,2.8137,1.3158,4.8911,-11.13,0.3801,4.0048,6.5664,0.7466,0.0248,0.0304,0.494,0.0843,0.0688,0.1887,0.1252,0.0424,3,-0.58489037,6.1869955,-11.13
3476,parallel5,288.2057,4.0,1.7084,4.9592,3.6245,3.6593,5.9346,11.1119,0.0334,2.9701,14.022,0.0881,0.0232,0.1688,0.231,0.4533,0.0188,0.1153,0.9422,0.4487,0,2.0,8.170955,11.1119
3796,series3,92.4025,3.0,1.8134,3.6433,0.6976,1.8858,3.9959,4.0214,0.1621,5.3784,7.8841,0.3913,0.0102,0.1653,0.6836,0.1564,0.0589,0.3552,0.8113,0.2531,2,1.5849625,6.52986,4.0214
3667,series2x2_parallel1,94.1854,1.5,0.4157,1.6944,3.563,0.7558,3.2506,11.4453,0.1247,5.1495,18.1959,0.6548,0.0095,0.0353,0.6978,0.3345,0.0099,0.2125,0.4375,0.1423,1,0.5849625,6.5574317,11.4453
3239,series2x2_parallel1,192.6035,0.3333,2.3876,4.0386,0.243,4.1219,0.8205,-7.9851,0.0865,0.9299,1.4516,0.187,0.0022,0.4258,0.8683,0.0221,0.0672,0.417,0.7846,0.5923,1,-1.5851068,7.58949,-7.9851
2916,series3_parallel2,102.8926,0.3333,2.0872,1.6869,1.8938,2.6158,5.921,4.9553,0.2256,2.6033,18.1512,0.3466,0.0058,0.1039,0.8079,0.1523,0.0011,0.0987,0.7408,0.3062,3,-1.5851068,6.6849957,4.9553
3611,parallel5,149.2586,0.2,5.9588,5.928,3.3427,1.6144,5.999,-7.5031,0.1385,1.9738,14.3862,0.7959,0.0713,0.1245,0.4339,0.3689,0.0013,0.0999,0.5359,0.0745,0,-2.321928,7.22167,-7.5031
419,series3_parallel2,94.29,0.5,1.3332,3.1777,1.7496,1.0515,1.4368,-7.7632,0.0135,4.3293,4.0397,0.5776,0.0022,0.0952,0.8586,0.2219,0.0343,0.073,0.851,0.0624,3,-1.0,6.559033,-7.7632
208,series2x2_parallel1,67.5652,0.2,1.7622,2.9994,1.5376,5.2303,0.7112,-5.0795,0.2596,4.2261,9.4799,0.2115,0.0054,0.1362,0.8301,0.0486,0.0341,0.1102,0.5307,0.061,1,-2.321928,6.0782084,-5.0795
3033,series2x2_parallel1,88.6114,3.0,5.7693,1.6207,1.5005,4.5641,1.6673,-9.3553,0.0534,2.3094,20.3492,0.2773,0.0088,0.0599,0.7994,0.0289,0.0402,0.1809,0.9243,0.2614,1,1.5849625,6.4694204,-9.3553
45,series3_parallel2,457.8251,2.0,0.7655,0.8547,0.435,0.5335,1.6552,5.2759,0.1656,8.2881,10.1753,0.7178,0.0029,0.0433,0.837,0.1384,0.0011,0.2525,0.3267,0.1452,3,1.0,8.838653,5.2759
4027,series3_parallel2,90.7111,0.1667,2.6594,4.9211,1.593,1.7926,2.4778,-1.7882,0.2763,5.2195,1.7076,0.5145,0.005,0.2355,0.1856,0.265,0.04,0.0484,0.4362,0.103,3,-2.584674,6.503207,-1.7882
1318,series2x2_parallel1,163.7426,4.0,2.7272,0.5598,5.5803,4.1331,1.7794,8.1391,0.3903,7.2636,14.7482,0.0558,0.0063,0.1335,0.549,0.0314,0.0023,0.1474,0.3538,0.5376,1,2.0,7.355286,8.1391
3456,series2x2_parallel1,87.0188,2.0,1.2881,0.3772,4.0708,0.8184,2.8687,-4.1642,0.3159,8.7683,14.4354,0.1823,0.0068,0.4144,0.5749,0.0508,0.0055,0.0467,0.3513,0.5164,1,1.0,6.4432554,-4.1642
2749,parallel5,559.7383,0.125,0.6584,0.1744,3.3326,2.6421,5.7031,9.1311,0.2829,4.4144,0.4159,0.1573,0.0472,0.076,0.7863,0.3005,0.0357,0.0608,0.8565,0.1812,0,-3.0,9.128609,9.1311
63,series3_parallel2,601.4973,4.0,0.7655,3.8145,0.544,2.8602,0.4179,-1.6156,0.2004,8.5008,0.4124,0.4018,0.0283,0.0773,0.4859,0.0844,0.0459,0.385,0.1755,0.5154,3,2.0,9.232414,-1.6156
558,parallel5,372.7929,0.1667,0.1881,5.6522,1.0814,0.7666,2.5863,2.4753,0.2437,5.0987,21.3923,0.7309,0.0094,0.1934,0.1864,0.0507,0.005,0.1167,0.3053,0.1996,0,-2.584674,8.542231,2.4753
224,parallel5,302.2116,4.0,0.4016,1.663,3.1223,4.1158,5.3704,-8.1609,0.0051,6.1663,7.583,0.4516,0.0037,0.1254,0.7239,0.0674,0.0412,0.0558,0.125,0.2097,0,2.0,8.239415,-8.1609
1859,parallel5,291.2884,0.125,1.5281,0.4939,5.1994,4.7743,1.8838,-5.2709,0.2514,3.8481,1.249,0.0088,0.0234,0.1049,0.856,0.0209,0.0014,0.0703,0.2101,0.0617,0,-3.0,8.186304,-5.2709
3458,series3_parallel2,305.4608,0.2,1.3807,1.5618,2.8201,3.2561,3.0183,-5.0254,0.4229,1.6217,21.3601,0.1565,0.0028,0.5279,0.636,0.1831,0.0022,0.1645,0.1399,0.0444,3,-2.321928,8.254844,-5.0254
2416,parallel5,145.372,3.0,1.602,4.3442,2.1764,1.6422,5.1521,3.649,0.2137,2.3217,13.8223,0.4368,0.0171,0.0554,0.7455,0.1239,0.0024,0.1624,0.3409,0.1595,0,1.5849625,7.1836057,3.649
865,series2x2_parallel1,104.6405,1.0,1.3393,4.5689,2.4124,2.9338,0.991,-3.5922,0.1804,0.6094,13.7747,0.5229,0.0036,0.0328,0.5553,0.3936,0.0858,0.2907,0.6094,0.1196,1,0.0,6.7092977,-3.5922
1883,series2x2_parallel1,369.407,0.3333,3.1568,1.7062,2.0246,1.1276,1.7304,-11.7874,0.3545,8.1906,12.2369,0.5684,0.0045,0.2936,0.7959,0.1118,0.0046,0.5743,0.8771,0.0806,1,-1.5851068,8.529067,-11.7874
601,parallel5,65.4506,0.5,1.384,0.8323,3.1384,1.457,0.6048,2.7418,0.369,5.4769,8.4461,0.6967,0.0083,0.1754,0.4043,0.0239,0.0032,0.0479,0.5566,0.0319,0,-1.0,6.0323343,2.7418
2989,series2x2_parallel1,94.8412,0.6667,2.9893,2.5696,1.2533,3.603,4.3937,-7.97,0.4437,2.8972,10.8162,0.6811,0.0098,0.3873,0.8705,0.0938,0.1112,0.1007,0.5528,0.1586,1,-0.58489037,6.567442,-7.97
4049,series3,708.8438,3.0,4.1962,4.0406,3.4251,0.1847,4.7978,-11.9664,0.055,3.4311,10.7787,0.6657,0.0392,0.1174,0.783,0.2884,0.0054,0.3067,0.8121,0.1153,2,1.5849625,9.469324,-11.9664
3069,series3_parallel2,446.6672,1.0,3.0792,4.1325,3.6386,4.0689,3.6487,-4.0495,0.3253,2.9778,0.1501,0.4287,0.0046,0.4854,0.8103,0.3247,0.0023,0.0964,0.8869,0.2852,3,0.0,8.803057,-4.0495
2783,series3,874.1338,0.125,2.0383,2.591,2.2304,1.7615,1.4664,-5.2652,0.0814,5.1077,5.7094,0.4435,0.0377,0.1083,0.5538,0.246,0.0122,0.133,0.2175,0.0801,2,-3.0,9.77171,-5.2652
496,series2x2_parallel1,363.165,0.25,0.6537,3.0605,1.8616,0.1953,0.2054,2.426,0.0797,6.563,0.8338,0.543,0.0046,0.0609,0.2734,0.1227,0.0184,0.051,0.5911,0.0429,1,-2.0,8.504481,2.426
418,series3,680.0515,1.5,2.6871,1.1016,2.001,1.5876,4.1304,8.7742,0.0042,8.2753,19.8877,0.2104,0.0396,0.3991,0.6931,0.081,0.0027,0.0882,0.3371,0.5725,2,0.5849625,9.4095,8.7742
2548,series3,358.6511,1.5,3.2148,1.0783,2.7903,1.9728,2.1389,-4.2601,0.2379,3.7737,21.7068,0.1973,0.0337,0.0353,0.378,0.079,0.0069,0.5821,0.7315,0.4405,2,0.5849625,8.486437,-4.2601
3912,series3,395.639,1.0,3.037,1.5364,0.944,2.4558,2.1364,-8.0297,0.3185,1.9931,21.0664,0.7699,0.0025,0.3822,0.2794,0.0288,0.0116,0.1193,0.3103,0.3146,2,0.0,8.628041,-8.0297
3102,parallel5,250.1372,2.0,0.7173,1.6783,2.4117,1.1386,1.6347,4.5427,0.1366,1.4378,13.1726,0.082,0.006,0.3265,0.2302,0.0243,0.0025,0.4292,0.4005,0.2339,0,1.0,7.9665756,4.5427
2403,series3,116.0416,4.0,3.2407,2.8236,5.086,5.254,1.0949,6.2496,0.2015,0.0945,15.965,0.2596,0.024,0.1163,0.4501,0.0908,0.0077,0.0886,0.8492,0.0557,2,2.0,6.858498,6.2496
1468,parallel5,89.3419,1.0,0.9929,4.1111,3.1136,1.5831,1.2707,-5.2672,0.1036,4.2372,16.5764,0.3334,0.0143,0.0473,0.7346,0.0429,0.0417,0.1565,0.9453,0.3844,0,0.0,6.481265,-5.2672
1398,series2x2_parallel1,78.6246,0.2,2.1954,4.1067,2.1235,1.3218,3.3367,8.2547,0.2016,6.8423,10.0699,0.0107,0.0753,0.3905,0.6188,0.2501,0.019,0.0614,0.5923,0.0585,1,-2.321928,6.296909,8.2547
2567,parallel5,871.4753,0.5,3.0791,3.5576,4.0476,0.2548,1.7298,-9.7414,0.1879,1.0873,19.0189,0.4666,0.0585,0.0517,0.8731,0.2138,0.0687,0.0631,0.1759,0.0719,0,-1.0,9.767316,-9.7414
908,series3_parallel2,230.7627,1.5,5.0634,2.159,1.5436,1.0773,1.4406,0.7953,0.0151,6.382,5.075,0.2947,0.0155,0.1101,0.3647,0.4028,0.0018,0.0639,0.7289,0.4575,3,0.5849625,7.850266,0.7953
661,parallel5,346.2578,3.0,0.5536,1.6264,5.1281,3.1716,0.3682,1.7853,0.0202,3.0246,13.131,0.6045,0.0084,0.059,0.5661,0.2876,0.0027,0.2895,0.2535,0.0764,0,1.5849625,8.435703,1.7853
1849,series3_parallel2,99.1885,1.0,0.2471,5.4415,0.813,1.5424,0.5984,-3.4299,0.4457,2.1666,3.5429,0.1643,0.0054,0.2974,0.5889,0.1296,0.0092,0.6227,0.5186,0.0808,3,0.0,6.632101,-3.4299
1246,series3_parallel2,157.8412,0.25,5.9973,2.8793,2.2379,1.2807,3.8056,0.0115,0.2181,4.5121,11.6946,0.4516,0.042,0.2247,0.2175,0.0244,0.0244,0.4526,0.4532,0.0682,3,-2.0,7.30233,0.0115
3735,parallel5,373.2364,3.0,3.5316,2.2455,2.0845,3.0469,2.1757,9.4531,0.4323,3.4865,1.1463,0.7886,0.0107,0.0894,0.7284,0.2249,0.0855,0.4115,0.4101,0.3885,0,1.5849625,8.543946,9.4531
852,parallel5,267.6951,0.5,0.9557,4.9598,0.4482,0.1554,0.9653,-0.6522,0.4057,3.6626,18.6917,0.231,0.0433,0.2242,0.4561,0.2544,0.0343,0.1714,0.5459,0.3911,0,-1.0,8.064446,-0.6522
3326,series3_parallel2,309.6713,0.25,5.3818,1.0887,3.8895,1.1564,0.4145,-10.8617,0.281,1.5974,10.6559,0.5334,0.0215,0.0649,0.7899,0.5451,0.0051,0.1769,0.1659,0.0378,3,-2.0,8.274594,-10.8617
3021,series2x2_parallel1,663.5711,0.2,1.0951,0.4255,0.7611,2.473,2.7574,2.9267,0.2493,5.5699,2.1689,0.2887,0.0459,0.0476,0.5101,0.0681,0.1168,0.0611,0.5215,0.1359,1,-2.321928,9.374107,2.9267
2101,series3_parallel2,71.1424,0.25,2.8363,1.6032,1.7455,3.5324,0.5147,2.5828,0.1562,7.8273,12.583,0.1626,0.0114,0.387,0.4518,0.0859,0.0609,0.1844,0.2474,0.3027,3,-2.0,6.152638,2.5828
2080,series3,259.9515,1.5,0.2284,5.7055,0.6572,1.6147,2.8658,-6.3407,0.3368,2.0915,6.1614,0.6496,0.0479,0.0906,0.3736,0.1106,0.0541,0.1516,0.7383,0.5621,2,0.5849625,8.022099,-6.3407
1100,parallel5,391.6337,0.125,1.1024,0.529,2.4656,2.6828,1.0242,-7.7883,0.1842,4.1484,9.7525,0.6887,0.0558,0.0897,0.7857,0.4324,0.0362,0.0827,0.9094,0.4807,0,-3.0,8.613361,-7.7883
3783,parallel5,291.7254,0.5,2.2622,4.1443,0.7831,0.362,2.3331,-6.5325,0.3186,7.49,2.8797,0.3885,0.0546,0.062,0.2135,0.3988,0.0129,0.3577,0.1741,0.074,0,-1.0,8.188467,-6.5325
2850,series2x2_parallel1,133.8231,1.5,0.9097,0.5945,0.7708,4.0512,3.3485,-8.8315,0.1288,2.8251,5.9399,0.5399,0.0514,0.0347,0.5447,0.1769,0.0722,0.0631,0.8496,0.1409,1,0.5849625,7.064183,-8.8315
1389,series3,875.2278,4.0,0.8333,2.3175,3.072,2.2724,3.0175,0.5242,0.4485,4.4941,18.9401,0.3949,0.0084,0.0304,0.4231,0.021,0.014,0.1205,0.7531,0.1308,2,2.0,9.773515,0.5242
2571,parallel5,617.9063,0.3333,0.6933,2.5612,1.4652,3.5309,3.3348,-9.6119,0.4108,7.1248,15.0787,0.0975,0.0242,0.3545,0.257,0.1931,0.0148,0.0921,0.7687,0.0569,0,-1.5851068,9.271244,-9.6119
834,parallel5,377.8793,0.2,0.7978,0.6513,3.7299,0.37,2.73,-10.0298,0.2343,4.3309,7.7189,0.0241,0.054,0.0358,0.2326,0.0574,0.0026,0.0932,0.6055,0.1191,0,-2.321928,8.561782,-10.0298
2786,series3,425.731,2.0,1.2287,0.5286,4.9558,0.9401,2.6226,7.5862,0.0273,8.2317,3.1029,0.3007,0.0168,0.0419,0.8002,0.0292,0.0192,0.0624,0.5345,0.1772,2,1.0,8.733798,7.5862
1955,series2x2_parallel1,273.3116,4.0,2.22,1.9822,0.8472,0.2599,2.937,-11.6554,0.0713,2.6043,16.6231,0.3952,0.0033,0.1628,0.4748,0.0315,0.036,0.1417,0.6614,0.0418,1,2.0,8.094403,-11.6554
2975,series3,435.68,0.2,4.0356,0.2833,2.3403,0.2839,3.8221,10.4282,0.288,4.207,16.9112,0.2047,0.0211,0.3401,0.2143,0.1117,0.0051,0.6023,0.6703,0.0395,2,-2.321928,8.767125,10.4282
2959,series2x2_parallel1,233.9344,0.6667,0.6694,3.2299,0.4827,3.7776,0.485,-3.2188,0.2764,8.8729,7.3463,0.6819,0.006,0.1502,0.3947,0.038,0.0022,0.1306,0.6781,0.2256,1,-0.58489037,7.8699603,-3.2188
690,parallel5,604.3774,0.5,2.479,2.6089,2.2761,2.9269,1.0108,-4.9275,0.0219,6.8693,9.4534,0.2879,0.007,0.2296,0.5588,0.0464,0.0651,0.3169,0.5172,0.0461,0,-1.0,9.2393055,-4.9275
2167,series2x2_parallel1,429.4306,0.125,5.7507,0.5323,4.2059,0.2281,1.9557,8.1367,0.1632,3.9631,4.7843,0.4601,0.0125,0.0375,0.2133,0.0271,0.0298,0.485,0.1214,0.2718,1,-3.0,8.746282,8.1367
2478,parallel5,220.2181,4.0,0.8732,1.3084,2.154,1.9813,3.7672,11.6122,0.0583,4.5883,16.6451,0.2474,0.0031,0.2033,0.6866,0.0471,0.0028,0.104,0.4556,0.0356,0,2.0,7.782789,11.6122
3237,series2x2_parallel1,72.3877,3.0,3.7682,0.5689,1.0998,5.3255,3.2297,3.8229,0.317,2.0752,13.858,0.6961,0.0422,0.535,0.6749,0.0409,0.0204,0.1339,0.5377,0.2975,1,1.5849625,6.177673,3.8229
1972,parallel5,290.4144,0.6667,4.7743,3.484,4.9568,3.094,3.7685,-6.8933,0.392,1.4818,3.1127,0.7254,0.0031,0.0565,0.3334,0.1717,0.0928,0.4264,0.5328,0.3636,0,-0.58489037,8.18197,-6.8933
2498,series3_parallel2,177.2503,1.0,4.9319,0.1692,0.5562,2.3603,0.6116,-2.017,0.3174,8.2245,12.4096,0.7768,0.0021,0.0513,0.2236,0.0803,0.0068,0.4292,0.2217,0.0561,3,0.0,7.469644,-2.017
2313,series3,353.4856,1.0,2.1327,0.9587,1.7455,0.9255,1.0989,4.6984,0.1596,7.7928,3.876,0.1054,0.0032,0.0667,0.7209,0.0667,0.0059,0.2252,0.7953,0.0306,2,0.0,8.4655075,4.6984
2650,series3,194.6451,0.6667,0.5892,4.4916,1.2794,0.1561,4.0991,-6.6432,0.3089,6.6868,8.5662,0.4391,0.0066,0.0575,0.5588,0.0365,0.0047,0.1212,0.9227,0.1865,2,-0.58489037,7.604702,-6.6432
364,parallel5,388.6205,1.0,2.8429,2.0759,4.3408,0.801,5.7304,-9.872,0.2948,5.17,12.2884,0.0804,0.0708,0.1903,0.5539,0.2724,0.1146,0.0606,0.6421,0.1207,0,0.0,8.602219,-9.872
1449,series3,506.4462,2.0,2.9845,5.3693,0.4626,1.9709,5.5711,4.3604,0.0985,5.9355,12.7252,0.6448,0.002,0.0357,0.4594,0.0284,0.0201,0.2043,0.3932,0.6087,2,1.0,8.984265,4.3604
2878,series2x2_parallel1,74.9625,0.1667,5.9045,0.7599,1.2549,3.1882,3.8477,-9.4376,0.2012,5.7984,11.9089,0.6521,0.0076,0.2995,0.4321,0.3608,0.0668,0.081,0.3446,0.0543,1,-2.584674,6.228097,-9.4376
2946,series3_parallel2,617.2207,0.5,4.8958,3.6662,1.1936,3.8818,2.8143,2.2918,0.4442,3.631,8.6456,0.6315,0.005,0.3275,0.7253,0.0679,0.0049,0.5797,0.6467,0.2613,3,-1.0,9.269643,2.2918
3623,series2x2_parallel1,851.4901,1.5,3.6342,1.0268,0.2552,1.7766,1.8724,0.8604,0.1166,8.745,21.6077,0.1386,0.0186,0.1543,0.3897,0.0295,0.0146,0.1122,0.3233,0.3015,1,0.5849625,9.733846,0.8604
566,parallel5,150.0683,1.5,2.4214,1.6523,2.4809,2.1059,3.6299,-7.9513,0.345,0.1499,2.3806,0.3941,0.0316,0.3144,0.744,0.3962,0.0019,0.1864,0.3893,0.2918,0,0.5849625,7.2294755,-7.9513
1491,series2x2_parallel1,653.9355,0.25,2.3909,0.9107,3.401,0.1584,2.1675,-1.5408,0.4232,1.2145,2.9256,0.4163,0.0096,0.0687,0.6605,0.0216,0.0451,0.0802,0.8094,0.6136,1,-2.0,9.353004,-1.5408
3039,parallel5,169.6653,3.0,0.2397,5.8279,1.4814,3.8192,2.6832,-1.8217,0.2306,3.1908,4.4938,0.4819,0.0522,0.0621,0.5899,0.0266,0.0976,0.2617,0.3481,0.0391,0,1.5849625,7.4065475,-1.8217
642,series2x2_parallel1,362.0734,1.5,2.4441,3.0056,5.8351,3.9374,0.8712,-2.8619,0.0527,1.5738,3.5631,0.7871,0.0034,0.0408,0.4493,0.1577,0.0101,0.3749,0.3825,0.4417,1,0.5849625,8.500138,-2.8619
3140,parallel5,439.6783,0.125,3.9734,3.6257,1.0042,1.6421,1.5051,-1.5167,0.0236,5.0871,0.1898,0.3973,0.0163,0.0398,0.4751,0.0942,0.0531,0.2579,0.7572,0.0898,0,-3.0,8.780305,-1.5167
1083,parallel5,184.9734,2.0,2.8623,5.745,3.2048,5.8372,5.0595,-11.807,0.3784,5.3939,20.6573,0.4746,0.0106,0.0675,0.5223,0.0319,0.0152,0.209,0.3209,0.5663,0,1.0,7.531174,-11.807
3898,series2x2_parallel1,720.1387,1.0,1.0301,1.2041,1.4503,3.3668,1.104,-1.7459,0.2117,8.5746,12.9974,0.2907,0.0158,0.1556,0.4995,0.2079,0.0111,0.6073,0.4354,0.1213,1,0.0,9.492131,-1.7459
2,series3_parallel2,368.4477,3.0,5.2731,1.6537,0.1843,3.9868,0.6516,-1.8127,0.3794,5.4157,13.6873,0.5294,0.0174,0.1051,0.8421,0.0945,0.0118,0.2225,0.5934,0.031,3,1.5849625,8.525316,-1.8127
2270,parallel5,67.9383,4.0,2.9355,5.654,3.5418,2.2975,1.6469,-4.8721,0.3562,2.3113,8.476,0.3191,0.0617,0.0656,0.7942,0.1094,0.0011,0.5542,0.8216,0.1003,0,2.0,6.086153,-4.8721
2652,series3_parallel2,549.1379,0.2,0.2418,5.345,3.8028,2.9266,2.8632,-0.4316,0.3496,6.9119,18.2967,0.2751,0.0751,0.0978,0.3364,0.0567,0.0011,0.6324,0.8716,0.438,3,-2.321928,9.101025,-0.4316
2095,series2x2_parallel1,220.5145,2.0,1.9449,3.3018,3.6633,0.7288,1.2357,2.3979,0.2933,2.6137,18.2532,0.3953,0.0034,0.0305,0.8098,0.0965,0.0668,0.1608,0.4644,0.1873,1,1.0,7.7847295,2.3979
1737,series2x2_parallel1,305.3511,0.2,2.8006,3.0163,0.1563,1.0852,1.1901,5.9676,0.1639,7.0288,15.4637,0.6739,0.0183,0.2896,0.8478,0.1951,0.0026,0.1109,0.7834,0.7852,1,-2.321928,8.254325,5.9676
565,series3,566.0557,0.3333,0.6512,3.072,0.9946,1.6629,2.1587,-6.5126,0.0238,4.6982,7.7775,0.5367,0.0217,0.0466,0.8252,0.2032,0.1159,0.5749,0.689,0.222,2,-1.5851068,9.1448,-6.5126
1604,series3_parallel2,468.1263,1.5,2.5406,3.5143,3.557,1.4644,3.2982,9.3859,0.2946,3.2693,0.1162,0.0018,0.031,0.3981,0.2684,0.1372,0.0063,0.1299,0.8335,0.0319,3,0.5849625,8.870754,9.3859
473,parallel5,109.3134,0.1667,1.99,4.9004,1.0219,4.0136,0.2237,6.1261,0.0823,4.6081,13.8355,0.3944,0.004,0.0583,0.8412,0.2353,0.0038,0.09,0.6238,0.3392,0,-2.584674,6.7723265,6.1261
3124,series3,616.7093,3.0,1.7786,2.7992,0.6515,2.1939,3.4759,-5.5337,0.176,1.1067,1.9177,0.2628,0.0099,0.4592,0.3058,0.3949,0.0039,0.1208,0.4504,0.2091,2,1.5849625,9.268447,-5.5337
2771,series3_parallel2,400.321,0.6667,1.5683,1.5627,0.3638,0.2264,4.0205,-1.6847,0.2532,5.9841,4.815,0.6957,0.0045,0.2306,0.3492,0.316,0.0148,0.1875,0.8681,0.2797,3,-0.58489037,8.645014,-1.6847
3121,series3,287.6245,0.125,1.9337,1.6922,3.3899,5.4632,3.9787,10.603,0.2283,4.4263,2.4195,0.6407,0.0028,0.0431,0.8746,0.0986,0.0382,0.0486,0.2815,0.3038,2,-3.0,8.168043,10.603
3827,parallel5,442.3321,1.5,3.5917,3.0731,2.8836,4.7292,3.5531,-3.9097,0.0943,0.1361,3.4059,0.1479,0.038,0.0397,0.5468,0.2891,0.0053,0.1081,0.4569,0.0745,0,0.5849625,8.788986,-3.9097
1029,series2x2_parallel1,285.2083,0.1667,1.7942,1.5428,2.6184,0.9952,3.3815,-0.3331,0.039,4.1714,8.6651,0.6334,0.0099,0.2635,0.2505,0.1965,0.0014,0.0481,0.6078,0.0789,1,-2.584674,8.155872,-0.3331
104,series3,102.1294,0.2,2.2348,2.3894,1.4895,2.0285,1.9887,9.2957,0.1653,2.6239,1.9736,0.1731,0.0133,0.0878,0.2272,0.1912,0.0012,0.05,0.888,0.0895,2,-2.321928,6.6742544,9.2957
1036,parallel5,104.535,0.1667,2.3154,2.9852,1.1257,1.6847,1.2461,10.9066,0.4002,5.107,12.0582,0.1906,0.0041,0.0364,0.2355,0.0238,0.0182,0.1307,0.249,0.5597,0,-2.584674,6.7078424,10.9066
2210,series3,755.8472,1.0,2.8253,1.3516,1.6077,2.1332,1.509,2.7914,0.1004,4.2604,3.9947,0.6752,0.0221,0.0853,0.7505,0.1538,0.0269,0.1102,0.6411,0.0517,2,0.0,9.561951,2.7914
2293,parallel5,104.1401,4.0,3.6543,1.8353,1.5189,0.4483,3.2368,-5.245,0.4479,2.0292,0.0397,0.1276,0.0057,0.1339,0.4565,0.0387,0.0811,0.1087,0.8642,0.0573,0,2.0,6.702382,-5.245
1963,series2x2_parallel1,339.6289,0.125,4.8361,4.8542,3.1727,1.7052,0.9348,-2.1672,0.2082,6.5382,19.6492,0.1921,0.0029,0.3553,0.1972,0.2132,0.0036,0.194,0.9034,0.1254,1,-3.0,8.407816,-2.1672
