id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,ratio_log2,freq_log2,algorithm_idx,algorithm_prefix_idx,algorithm_suffix_idx
2536,series2x2_parallel1,388.0325,2.0,2.4986,1.063,0.9503,0.3516,2.8235,0.0,0.0,0.0,0.0,0.0,1.0,8.600034,1,1,1
2645,series3_parallel2,152.4542,0.25,0.2067,3.0838,4.989,0.3808,5.8257,0.0,0.0,0.0,0.0,0.0,-2.0,7.252232,3,2,2
3692,series2x2_parallel1,808.8925,1.0,2.6553,5.8066,4.1264,4.4864,1.146,0.0,0.0,0.0,0.0,0.0,0.0,9.659804,1,1,1
509,series3,75.206,0.2,2.3951,1.3701,3.3619,1.2879,1.8966,0.0,0.0,0.0,0.0,0.0,-2.321928,6.2327757,2,2,0
2141,series3_parallel2,97.2295,0.25,2.8445,3.098,4.0413,0.8262,0.9334,0.0,0.0,0.0,0.0,0.0,-2.0,6.603322,3,2,2
868,series3,100.676,0.6667,4.5166,3.846,0.4512,2.9056,0.3816,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.653576,2,2,0
1789,series2x2_parallel1,748.0054,0.6667,0.7186,2.5914,4.017,2.9725,2.8976,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.546905,1,1,1
3225,parallel5,685.2048,1.0,1.1721,4.2676,0.5905,0.7298,2.9917,0.0,0.0,0.0,0.0,0.0,0.0,9.420391,0,0,3
3883,series3,199.7973,0.2,4.071,4.4949,2.9396,0.9028,3.6929,0.0,0.0,0.0,0.0,0.0,-2.321928,7.642393,2,2,0
1352,series3,486.6097,3.0,0.2992,4.0129,3.7737,0.583,0.6317,0.0,0.0,0.0,0.0,0.0,1.5849625,8.926621,2,2,0
487,parallel5,733.0418,2.0,0.712,0.8832,3.5822,1.3012,2.4137,0.0,0.0,0.0,0.0,0.0,1.0,9.517752,0,0,3
702,series3,271.3742,0.5,1.4434,5.4361,1.6207,1.8237,1.1802,0.0,0.0,0.0,0.0,0.0,-1.0,8.08414,2,2,0
3618,series3,74.0428,0.3333,4.115,5.2266,2.5691,1.8011,1.3116,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.2102876,2,2,0
2272,series3,163.157,0.5,3.8198,3.4383,0.4195,1.5795,2.6575,0.0,0.0,0.0,0.0,0.0,-1.0,7.350117,2,2,0
2587,parallel5,144.7414,2.0,4.0014,0.9522,3.7133,0.2962,0.7925,0.0,0.0,0.0,0.0,0.0,1.0,7.177334,0,0,3
1306,series2x2_parallel1,66.1206,2.0,0.7399,1.4858,5.6496,1.7562,1.6098,0.0,0.0,0.0,0.0,0.0,1.0,6.047028,1,1,1
164,series2x2_parallel1,777.8373,0.25,1.1892,3.2588,4.1524,0.7945,2.252,0.0,0.0,0.0,0.0,0.0,-2.0,9.603325,1,1,1
3080,series3_parallel2,181.1381,0.3333,1.1736,1.582,3.0238,2.51,1.8244,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.5009465,3,2,2
3954,series3,78.1091,0.3333,2.4795,1.0411,1.3623,1.719,5.5302,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.287419,2,2,0
1825,series3_parallel2,475.2973,0.6667,1.6993,1.4869,4.0966,2.199,1.2352,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.892687,3,2,2
1864,series3,272.9043,0.3333,2.8719,1.2699,1.3415,4.5038,0.274,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.092251,2,2,0
3112,parallel5,233.4644,0.6667,3.3239,2.1574,1.692,2.7068,0.2427,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.8670588,0,0,3
1472,series3_parallel2,106.9186,4.0,0.8861,2.8614,3.6383,3.3797,2.0404,0.0,0.0,0.0,0.0,0.0,2.0,6.740369,3,2,2
2989,series2x2_parallel1,108.8465,0.3333,1.1687,1.5722,2.5326,3.0265,2.1446,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.766151,1,1,1
1935,parallel5,765.23,0.2,0.6914,5.2794,2.892,0.5171,4.0497,0.0,0.0,0.0,0.0,0.0,-2.321928,9.57975,0,0,3
2761,parallel5,222.2013,0.6667,0.5975,4.157,4.894,0.4575,0.509,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.7957234,0,0,3
2199,series3_parallel2,73.0662,0.3333,1.5635,0.3793,4.9215,2.5044,3.9363,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.191132,3,2,2
2930,series3,476.9793,2.0,1.583,1.1017,5.6981,3.5075,2.2093,0.0,0.0,0.0,0.0,0.0,1.0,8.897783,2,2,0
166,series2x2_parallel1,77.9018,0.6667,4.7109,1.2383,0.2448,2.2124,2.7861,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.2835846,1,1,1
2652,series3,73.7947,2.0,0.6908,0.1733,0.6349,0.6705,3.6446,0.0,0.0,0.0,0.0,0.0,1.0,6.2054453,2,2,0
1350,series2x2_parallel1,76.2354,0.3333,1.409,4.1092,4.2267,1.4858,3.6402,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.252389,1,1,1
2682,series3,357.4673,0.5,0.3938,2.68,2.2143,3.9773,0.6321,0.0,0.0,0.0,0.0,0.0,-1.0,8.4816675,2,2,0
3275,series2x2_parallel1,339.117,0.2,2.302,1.1775,2.1413,5.4264,2.6825,0.0,0.0,0.0,0.0,0.0,-2.321928,8.40564,1,1,1
1616,series3_parallel2,74.0576,1.5,0.9632,2.0743,4.7918,2.0308,1.3196,0.0,0.0,0.0,0.0,0.0,0.5849625,6.210576,3,2,2
2876,parallel5,773.6674,3.0,1.7816,0.3869,2.9867,2.1164,5.9266,0.0,0.0,0.0,0.0,0.0,1.5849625,9.59557,0,0,3
295,parallel5,167.5114,1.5,0.4457,2.4191,2.4145,3.3607,0.3545,0.0,0.0,0.0,0.0,0.0,0.5849625,7.3881154,0,0,3
3551,series3,85.3654,0.2,3.3232,0.6792,4.9264,5.5667,2.3185,0.0,0.0,0.0,0.0,0.0,-2.321928,6.41558,2,2,0
1663,series3_parallel2,75.8428,4.0,2.0012,2.3772,2.3637,2.6065,1.3788,0.0,0.0,0.0,0.0,0.0,2.0,6.2449403,3,2,2
3741,series2x2_parallel1,437.7895,4.0,2.4722,2.2013,2.9741,1.6548,1.9054,0.0,0.0,0.0,0.0,0.0,2.0,8.774094,1,1,1
3826,parallel5,770.497,3.0,1.7494,1.0494,3.6113,1.4421,1.6318,0.0,0.0,0.0,0.0,0.0,1.5849625,9.589645,0,0,3
2934,parallel5,249.2583,0.125,3.7433,0.2616,0.5326,5.7164,1.3287,0.0,0.0,0.0,0.0,0.0,-3.0,7.961498,0,0,3
3406,series3_parallel2,854.1226,0.5,0.2468,3.9473,3.7977,2.6286,5.4803,0.0,0.0,0.0,0.0,0.0,-1.0,9.738299,3,2,2
711,parallel5,600.9994,0.125,3.2379,3.8302,4.8562,2.0159,4.3663,0.0,0.0,0.0,0.0,0.0,-3.0,9.231219,0,0,3
2701,series2x2_parallel1,812.6989,0.3333,2.9564,0.5739,3.2205,1.3567,3.5697,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.666577,1,1,1
3833,series3,203.6974,0.125,1.7671,1.2726,2.9551,0.2308,1.0173,0.0,0.0,0.0,0.0,0.0,-3.0,7.670284,2,2,0
1729,series2x2_parallel1,208.8774,0.25,0.9427,0.863,1.2268,1.3512,0.183,0.0,0.0,0.0,0.0,0.0,-2.0,7.7065125,1,1,1
383,series3_parallel2,72.468,0.3333,0.9875,2.8356,1.5522,4.2386,1.4265,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.179272,3,2,2
692,series3_parallel2,349.9077,0.125,2.1775,2.4903,2.8386,0.2595,1.6212,0.0,0.0,0.0,0.0,0.0,-3.0,8.45083,3,2,2
1094,parallel5,445.9364,0.25,5.2171,4.1109,0.3314,3.3602,1.2983,0.0,0.0,0.0,0.0,0.0,-2.0,8.800694,0,0,3
2827,series3,707.4367,0.125,3.1443,2.5805,3.3639,3.6678,4.1622,0.0,0.0,0.0,0.0,0.0,-3.0,9.466457,2,2,0
2523,series3_parallel2,379.1752,0.2,3.744,0.2398,3.0924,1.7979,0.9731,0.0,0.0,0.0,0.0,0.0,-2.321928,8.566721,3,2,2
2528,series2x2_parallel1,415.0908,0.1667,1.9316,2.9221,1.2588,1.2028,4.1475,0.0,0.0,0.0,0.0,0.0,-2.584674,8.697283,1,1,1
683,series3,104.6227,0.1667,1.277,2.349,1.3063,4.3828,1.3716,0.0,0.0,0.0,0.0,0.0,-2.584674,6.709052,2,2,0
2505,series3,111.6693,4.0,1.5591,3.1665,0.9297,3.095,3.9248,0.0,0.0,0.0,0.0,0.0,2.0,6.8030887,2,2,0
2509,parallel5,151.671,0.3333,0.1564,0.5649,1.5963,0.6287,0.4146,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.2448015,0,0,3
1871,series3,187.0906,0.125,2.8736,1.5116,1.3402,1.032,2.5017,0.0,0.0,0.0,0.0,0.0,-3.0,7.547593,2,2,0
45,series3,528.2487,0.3333,1.0409,0.8138,2.8877,2.2334,1.3105,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.0450735,2,2,0
226,parallel5,89.8109,0.125,4.1176,4.5252,2.2319,3.7212,0.3625,0.0,0.0,0.0,0.0,0.0,-3.0,6.4888186,0,0,3
3019,parallel5,265.0907,0.2,1.2574,1.3963,1.946,0.3085,1.0729,0.0,0.0,0.0,0.0,0.0,-2.321928,8.050343,0,0,3
3985,parallel5,517.0642,0.1667,5.876,2.1035,1.0134,1.9701,0.7922,0.0,0.0,0.0,0.0,0.0,-2.584674,9.014199,0,0,3
1104,series2x2_parallel1,164.2455,0.3333,0.3394,2.9075,3.8744,3.2278,1.1109,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.35971,1,1,1
3655,series3,117.4457,0.6667,3.3858,3.3056,3.2739,2.8398,1.7076,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.87585,2,2,0
2512,parallel5,149.476,1.0,1.9353,4.539,2.3233,1.1202,5.3981,0.0,0.0,0.0,0.0,0.0,0.0,7.22377,0,0,3
2521,series3,97.4083,0.6667,2.1426,1.4356,1.3994,1.7653,0.4022,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.605973,2,2,0
3066,series2x2_parallel1,294.3041,4.0,0.9437,1.8098,0.2363,1.5062,0.6209,0.0,0.0,0.0,0.0,0.0,2.0,8.201164,1,1,1
3537,parallel5,820.3003,0.25,2.1417,4.8648,2.3362,3.9835,1.0606,0.0,0.0,0.0,0.0,0.0,-2.0,9.680008,0,0,3
3725,series3,146.4521,0.1667,1.4541,1.7304,1.0812,4.7202,2.3072,0.0,0.0,0.0,0.0,0.0,-2.584674,7.194285,2,2,0
1484,series2x2_parallel1,196.5554,0.125,0.7055,5.8156,1.2463,1.0605,4.0627,0.0,0.0,0.0,0.0,0.0,-3.0,7.618792,1,1,1
356,series2x2_parallel1,367.939,1.5,2.1721,0.5966,4.5541,1.9937,0.9307,0.0,0.0,0.0,0.0,0.0,0.5849625,8.523323,1,1,1
3654,series2x2_parallel1,83.8093,3.0,4.0748,1.3938,2.377,4.7637,5.9819,0.0,0.0,0.0,0.0,0.0,1.5849625,6.3890386,1,1,1
1334,series2x2_parallel1,246.5022,0.6667,1.7967,2.9866,2.2531,0.4515,4.7167,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.9454565,1,1,1
3887,series3_parallel2,453.8382,0.5,0.7136,3.1722,2.7237,2.383,0.3964,0.0,0.0,0.0,0.0,0.0,-1.0,8.826035,3,2,2
2775,series3_parallel2,117.5141,4.0,1.0266,2.751,2.974,3.8956,1.4432,0.0,0.0,0.0,0.0,0.0,2.0,6.87669,3,2,2
2296,series2x2_parallel1,280.0118,0.25,0.4298,4.0849,3.2759,2.48,5.1355,0.0,0.0,0.0,0.0,0.0,-2.0,8.129344,1,1,1
2393,parallel5,328.737,0.6667,3.6003,1.5702,3.5801,2.5684,1.5048,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.36079,0,0,3
2694,series3,389.3324,0.25,3.2797,0.4287,1.8613,1.6847,0.8523,0.0,0.0,0.0,0.0,0.0,-2.0,8.604858,2,2,0
2041,series3_parallel2,82.8045,0.125,4.5378,3.6743,2.3514,0.8492,3.5797,0.0,0.0,0.0,0.0,0.0,-3.0,6.3716373,3,2,2
1839,series3_parallel2,309.0299,0.3333,2.7551,1.5931,4.9228,0.4375,1.3627,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.271603,3,2,2
2196,series3,561.7053,0.125,2.8962,0.8631,3.4422,3.9949,1.2289,0.0,0.0,0.0,0.0,0.0,-3.0,9.13367,2,2,0
2218,series3,340.4907,0.2,1.4787,1.6713,1.125,2.7167,1.3179,0.0,0.0,0.0,0.0,0.0,-2.321928,8.411471,2,2,0
2088,series3,861.8838,0.2,2.4858,2.2149,1.4253,1.2126,1.8529,0.0,0.0,0.0,0.0,0.0,-2.321928,9.751349,2,2,0
2960,series3_parallel2,305.3109,2.0,1.4058,3.2567,2.4031,1.7034,2.2445,0.0,0.0,0.0,0.0,0.0,1.0,8.254135,3,2,2
2970,series3,133.9346,0.3333,1.7439,5.9898,0.7365,3.8339,4.2997,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.065385,2,2,0
3418,parallel5,66.7885,1.5,1.3009,4.0729,0.3505,2.9923,1.9785,0.0,0.0,0.0,0.0,0.0,0.5849625,6.0615277,0,0,3
2440,series2x2_parallel1,438.9405,0.25,2.2159,3.5416,3.8978,3.8716,2.8547,0.0,0.0,0.0,0.0,0.0,-2.0,8.777882,1,1,1
1626,series3_parallel2,840.5507,0.1667,1.3034,0.7029,5.2802,1.2769,2.3523,0.0,0.0,0.0,0.0,0.0,-2.584674,9.715191,3,2,2
3676,series3,116.2579,0.25,2.0296,3.4223,0.2076,5.8335,3.5733,0.0,0.0,0.0,0.0,0.0,-2.0,6.861185,2,2,0
2012,parallel5,282.2713,0.3333,3.7181,0.4142,2.3983,2.0238,2.9463,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.140939,0,0,3
2122,series3,538.2162,0.125,2.653,1.3856,0.6934,0.2895,3.4721,0.0,0.0,0.0,0.0,0.0,-3.0,9.0720415,2,2,0
1572,parallel5,108.2649,0.125,3.9899,5.4061,4.9702,0.8562,0.4417,0.0,0.0,0.0,0.0,0.0,-3.0,6.758422,0,0,3
1614,series3,168.9655,0.25,1.5098,0.3784,3.4372,1.4375,4.0973,0.0,0.0,0.0,0.0,0.0,-2.0,7.4005847,2,2,0
2245,parallel5,623.0622,0.125,2.8082,1.681,3.4165,4.0602,4.1671,0.0,0.0,0.0,0.0,0.0,-3.0,9.283233,0,0,3
580,series2x2_parallel1,265.1688,0.2,2.5547,1.1558,2.66,1.7626,3.0715,0.0,0.0,0.0,0.0,0.0,-2.321928,8.050767,1,1,1
3149,series3,323.8615,1.5,0.3904,4.1998,0.6551,0.9863,3.708,0.0,0.0,0.0,0.0,0.0,0.5849625,8.339233,2,2,0
3221,series3_parallel2,468.5217,2.0,3.3604,0.2593,1.0696,1.9182,0.933,0.0,0.0,0.0,0.0,0.0,1.0,8.871972,3,2,2
3367,parallel5,420.7513,4.0,1.488,1.9339,2.4935,0.9749,5.5785,0.0,0.0,0.0,0.0,0.0,2.0,8.716824,0,0,3
1302,series2x2_parallel1,154.0307,1.5,1.574,2.5289,5.2586,1.3857,1.8561,0.0,0.0,0.0,0.0,0.0,0.5849625,7.267074,1,1,1
118,series3_parallel2,106.4702,0.25,3.9525,1.6947,0.1813,2.3887,3.9304,0.0,0.0,0.0,0.0,0.0,-2.0,6.734306,3,2,2
1520,parallel5,565.2315,2.0,0.3074,2.8167,3.1293,3.1342,1.3577,0.0,0.0,0.0,0.0,0.0,1.0,9.142698,0,0,3
1543,parallel5,609.4746,0.3333,2.4587,1.8122,3.0222,4.9578,0.2169,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.251422,0,0,3
2337,series3_parallel2,315.5413,3.0,4.5965,3.2103,0.6093,3.755,0.9211,0.0,0.0,0.0,0.0,0.0,1.5849625,8.301685,3,2,2
3314,series3,136.365,2.0,1.6385,1.3113,2.1462,2.9779,0.184,0.0,0.0,0.0,0.0,0.0,1.0,7.0913296,2,2,0
1950,parallel5,477.1819,3.0,4.9029,4.9748,1.0727,1.59,2.91,0.0,0.0,0.0,0.0,0.0,1.5849625,8.898396,0,0,3
1359,series2x2_parallel1,87.5805,0.25,1.1385,1.1908,1.6017,0.9967,3.0422,0.0,0.0,0.0,0.0,0.0,-2.0,6.452538,1,1,1
2005,series2x2_parallel1,78.4215,2.0,2.5426,4.1784,2.9731,4.5789,5.3739,0.0,0.0,0.0,0.0,0.0,1.0,6.293177,1,1,1
1969,series3_parallel2,182.0491,0.1667,0.3905,0.64,1.8161,2.6273,3.1627,0.0,0.0,0.0,0.0,0.0,-2.584674,7.508184,3,2,2
90,parallel5,303.1903,0.3333,3.4288,2.971,3.0679,0.6712,1.6232,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.24408,0,0,3
3571,parallel5,383.846,0.3333,1.7464,1.1348,5.573,1.5493,0.7244,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.584384,0,0,3
156,series3,172.2827,4.0,2.1224,0.8834,1.1135,3.2907,0.9215,0.0,0.0,0.0,0.0,0.0,2.0,7.428634,2,2,0
2982,parallel5,141.9025,0.6667,1.7789,3.5187,2.4689,1.0611,0.7759,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.148756,0,0,3
142,parallel5,499.8641,1.0,2.5877,0.3194,1.9621,2.2647,3.3297,0.0,0.0,0.0,0.0,0.0,0.0,8.965392,0,0,3
1174,series3,187.2498,2.0,4.7898,0.2887,0.7044,1.5553,0.659,0.0,0.0,0.0,0.0,0.0,1.0,7.5488205,2,2,0
75,series3_parallel2,774.9694,3.0,2.1691,1.5207,2.8897,5.2696,1.7501,0.0,0.0,0.0,0.0,0.0,1.5849625,9.597996,3,2,2
2497,series3,196.7235,2.0,1.4568,4.165,1.0112,1.3575,0.683,0.0,0.0,0.0,0.0,0.0,1.0,7.6200256,2,2,0
3219,parallel5,845.2272,3.0,1.8892,3.6175,1.055,0.694,1.4969,0.0,0.0,0.0,0.0,0.0,1.5849625,9.723195,0,0,3
1713,series3,130.8246,0.3333,1.7538,2.4498,3.4036,0.6112,3.6095,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.03149,2,2,0
1624,series2x2_parallel1,587.6344,0.3333,4.8865,3.7983,0.1712,4.3024,0.2365,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.198775,1,1,1
574,parallel5,333.1931,1.0,5.9624,3.4962,5.6462,0.7609,5.8865,0.0,0.0,0.0,0.0,0.0,0.0,8.380215,0,0,3
3899,parallel5,177.6302,0.25,1.1155,0.5358,1.5415,1.4001,2.6785,0.0,0.0,0.0,0.0,0.0,-2.0,7.472733,0,0,3
2455,series2x2_parallel1,744.7352,0.125,1.936,0.155,4.0535,1.8283,5.5216,0.0,0.0,0.0,0.0,0.0,-3.0,9.540584,1,1,1
929,series2x2_parallel1,541.5419,2.0,1.0683,0.828,0.3143,0.623,0.9418,0.0,0.0,0.0,0.0,0.0,1.0,9.080929,1,1,1
815,series2x2_parallel1,112.0315,0.3333,2.6522,2.4185,1.3196,0.5161,0.3186,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.8077607,1,1,1
2663,series3,203.3371,0.1667,1.5397,3.223,5.608,3.1408,3.6318,0.0,0.0,0.0,0.0,0.0,-2.584674,7.66773,2,2,0
1322,series2x2_parallel1,143.9476,0.25,1.4372,3.5691,1.1162,0.4124,0.7281,0.0,0.0,0.0,0.0,0.0,-2.0,7.1693997,1,1,1
3542,series2x2_parallel1,207.7642,0.125,2.908,2.6314,1.2556,1.2946,1.962,0.0,0.0,0.0,0.0,0.0,-3.0,7.6988034,1,1,1
3959,series3,220.4647,0.5,1.5409,0.5367,3.7564,1.0959,1.5891,0.0,0.0,0.0,0.0,0.0,-1.0,7.784404,2,2,0
191,series3,211.9321,1.0,1.1499,0.3755,2.1713,0.1712,3.5408,0.0,0.0,0.0,0.0,0.0,0.0,7.7274585,2,2,0
3103,parallel5,818.5194,0.3333,2.7225,3.4059,1.8152,4.0373,3.6406,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.676873,0,0,3
157,series2x2_parallel1,188.6565,0.2,2.5608,0.4463,1.2148,0.286,3.0307,0.0,0.0,0.0,0.0,0.0,-2.321928,7.559618,1,1,1
2623,series3_parallel2,287.8173,0.25,3.3059,5.5311,0.851,0.7234,1.9223,0.0,0.0,0.0,0.0,0.0,-2.0,8.169009,3,2,2
2427,series3,404.5965,3.0,3.8424,0.4959,4.1922,1.7525,0.36,0.0,0.0,0.0,0.0,0.0,1.5849625,8.66034,2,2,0
3967,series3,338.1948,0.6667,2.398,1.1823,5.9976,2.471,4.295,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.4017105,2,2,0
3884,series3,207.5665,0.2,2.344,3.7352,1.41,1.3032,3.1382,0.0,0.0,0.0,0.0,0.0,-2.321928,7.6974297,2,2,0
3046,series2x2_parallel1,826.8746,1.0,0.4633,3.1542,1.1544,5.1756,0.975,0.0,0.0,0.0,0.0,0.0,0.0,9.6915245,1,1,1
3914,series3,795.3373,0.6667,0.3093,3.2311,0.4652,3.9869,1.7607,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.635423,2,2,0
3176,series3_parallel2,567.4848,4.0,3.683,0.3846,1.5448,5.9623,0.1993,0.0,0.0,0.0,0.0,0.0,2.0,9.1484375,3,2,2
2413,series2x2_parallel1,368.6666,4.0,4.239,2.5449,1.9633,0.4367,1.2853,0.0,0.0,0.0,0.0,0.0,2.0,8.526173,1,1,1
3972,parallel5,130.5849,0.1667,2.1087,5.6329,0.7274,2.3622,1.9759,0.0,0.0,0.0,0.0,0.0,-2.584674,7.0288444,0,0,3
67,series3_parallel2,126.7215,2.0,0.2469,0.5375,5.9941,5.941,3.5958,0.0,0.0,0.0,0.0,0.0,1.0,6.9855175,3,2,2
2029,parallel5,518.0561,0.1667,0.8117,3.4979,2.4172,0.1522,0.9629,0.0,0.0,0.0,0.0,0.0,-2.584674,9.016965,0,0,3
3375,series3_parallel2,669.1454,4.0,5.9881,1.8102,1.0259,2.9358,2.1963,0.0,0.0,0.0,0.0,0.0,2.0,9.386176,3,2,2
3037,series2x2_parallel1,110.3304,2.0,2.162,1.5538,2.7011,0.8311,0.2249,0.0,0.0,0.0,0.0,0.0,1.0,6.7856865,1,1,1
468,series3,803.7933,1.5,4.5572,5.5533,0.6997,5.9466,1.4136,0.0,0.0,0.0,0.0,0.0,0.5849625,9.650681,2,2,0
993,parallel5,165.4202,3.0,3.3145,3.7945,0.1742,5.1959,1.707,0.0,0.0,0.0,0.0,0.0,1.5849625,7.369992,0,0,3
397,series3_parallel2,129.4891,4.0,0.9135,0.9196,5.0644,2.3228,1.6991,0.0,0.0,0.0,0.0,0.0,2.0,7.016687,3,2,2
652,series3_parallel2,346.0794,0.3333,0.4057,3.7545,0.3402,4.6694,1.2139,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.434959,3,2,2
1006,series3,289.333,0.25,2.7891,0.5742,5.5788,1.359,5.6275,0.0,0.0,0.0,0.0,0.0,-2.0,8.176587,2,2,0
3889,series3,200.3275,0.5,0.5643,0.8528,3.41,1.5228,2.4046,0.0,0.0,0.0,0.0,0.0,-1.0,7.646217,2,2,0
3646,series3,108.3096,0.5,3.1335,3.775,0.8387,0.9883,3.9834,0.0,0.0,0.0,0.0,0.0,-1.0,6.7590175,2,2,0
2044,series3_parallel2,249.027,0.3333,1.5022,0.8113,0.2245,0.5716,1.0821,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.9601583,3,2,2
3047,series3,336.3765,0.25,2.0383,2.7508,1.0797,3.903,3.963,0.0,0.0,0.0,0.0,0.0,-2.0,8.393933,2,2,0
3750,series3_parallel2,161.4189,0.5,1.4849,5.5935,4.1118,3.7583,3.41,0.0,0.0,0.0,0.0,0.0,-1.0,7.334666,3,2,2
905,series3,82.8074,0.3333,4.4613,0.399,0.492,1.2832,2.9048,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.371688,2,2,0
1286,series3_parallel2,124.9009,0.6667,1.227,0.4913,1.9622,2.2957,1.3489,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.96464,3,2,2
3876,series3,73.9139,0.6667,3.2904,5.6404,3.5376,0.6154,3.0471,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.2077737,2,2,0
4017,series3_parallel2,210.5004,0.5,2.2293,4.5818,2.569,2.0821,0.9389,0.0,0.0,0.0,0.0,0.0,-1.0,7.717679,3,2,2
53,series2x2_parallel1,120.197,0.2,0.3881,1.7504,0.5696,2.9769,1.7154,0.0,0.0,0.0,0.0,0.0,-2.321928,6.909257,1,1,1
2850,parallel5,336.1728,0.3333,2.7633,1.1523,3.5511,0.4993,5.4781,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.393059,0,0,3
2183,series3_parallel2,200.9072,0.3333,1.9843,0.1689,1.7141,2.2896,1.5287,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.6503854,3,2,2
2834,series3,143.5786,0.2,3.5084,3.4576,2.675,2.613,2.1406,0.0,0.0,0.0,0.0,0.0,-2.321928,7.165697,2,2,0
3888,series3_parallel2,89.8654,1.0,3.2336,0.6668,4.0779,0.3224,5.125,0.0,0.0,0.0,0.0,0.0,0.0,6.4896936,3,2,2
3721,series3,258.5693,0.6667,2.7697,1.2632,5.2716,0.3274,5.2844,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.014407,2,2,0
16,series2x2_parallel1,390.1716,0.5,0.3469,1.7906,1.3802,3.1574,3.3072,0.0,0.0,0.0,0.0,0.0,-1.0,8.6079645,1,1,1
1412,series2x2_parallel1,388.129,1.0,0.964,2.5558,0.1699,4.9351,3.8169,0.0,0.0,0.0,0.0,0.0,0.0,8.600392,1,1,1
693,parallel5,94.9793,0.1667,2.6869,0.9164,4.0011,1.0332,0.6584,0.0,0.0,0.0,0.0,0.0,-2.584674,6.5695415,0,0,3
1518,series2x2_parallel1,343.4713,0.5,3.6049,3.6896,0.3087,3.4171,2.0436,0.0,0.0,0.0,0.0,0.0,-1.0,8.424046,1,1,1
2617,parallel5,103.2172,4.0,1.2185,3.5079,2.2829,1.0766,1.284,0.0,0.0,0.0,0.0,0.0,2.0,6.6895394,0,0,3
2639,series2x2_parallel1,430.8238,0.1667,0.7309,0.7215,4.1883,5.4656,2.7281,0.0,0.0,0.0,0.0,0.0,-2.584674,8.750954,1,1,1
3437,series3_parallel2,92.144,1.5,5.0099,1.5253,4.1378,2.8451,0.1884,0.0,0.0,0.0,0.0,0.0,0.5849625,6.5258183,3,2,2
2826,series3,762.2912,0.25,1.6463,3.1001,4.1941,0.4567,3.2266,0.0,0.0,0.0,0.0,0.0,-2.0,9.574199,2,2,0
3049,series3,489.6869,1.5,5.7363,3.9794,1.6463,1.9127,2.1922,0.0,0.0,0.0,0.0,0.0,0.5849625,8.935716,2,2,0
388,series3_parallel2,236.0261,0.125,2.6567,4.5965,4.0594,2.5024,3.0644,0.0,0.0,0.0,0.0,0.0,-3.0,7.8828025,3,2,2
3827,parallel5,157.8328,0.25,3.5707,1.4086,3.1027,3.7971,3.0269,0.0,0.0,0.0,0.0,0.0,-2.0,7.3022532,0,0,3
3152,series3,759.0308,2.0,5.5675,2.7206,0.2632,4.2065,1.1331,0.0,0.0,0.0,0.0,0.0,1.0,9.568015,2,2,0
