id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx
2456,series2x2_parallel1,192.5085,2.0,3.569,0.6575,2.662,2.413,2.8389,0.7388,0.2604,1.3606,12.5181,0.1681,0.0021,0.4272,0.6225,0.1274,0.0023,0.5751,0.3661,0.0562,1
3880,series2x2_parallel1,791.9656,2.0,1.1395,5.518,1.264,1.0149,4.1943,-1.2014,0.2555,5.8393,1.5117,0.7881,0.0335,0.0672,0.4925,0.4623,0.0086,0.2109,0.4038,0.1123,1
261,series3_parallel2,107.7645,0.25,4.425,1.3644,4.0037,1.7134,1.4923,9.9908,0.3891,6.4625,8.4114,0.4397,0.0572,0.2122,0.2195,0.533,0.0669,0.3137,0.6433,0.4539,3
166,series2x2_parallel1,198.009,1.5,3.7623,0.1906,1.9272,1.9248,0.769,7.748,0.1964,1.794,4.1213,0.6351,0.0092,0.2838,0.5245,0.0257,0.0312,0.0586,0.5474,0.3861,1
955,parallel5,460.7038,3.0,1.0758,2.4254,1.8769,2.673,1.2589,-6.5094,0.1862,1.5361,20.1582,0.5386,0.0062,0.3762,0.8471,0.021,0.008,0.1391,0.3391,0.0487,0
538,series3_parallel2,78.1123,0.3333,0.9787,2.4133,0.3665,0.8874,5.1065,6.0133,0.1169,7.415,13.6884,0.4954,0.0516,0.2077,0.213,0.0738,0.0052,0.0486,0.8241,0.2166,3
2589,series3_parallel2,296.0188,2.0,0.7902,0.4958,2.9543,4.0761,1.1252,5.7297,0.4083,0.8955,5.3561,0.483,0.0038,0.2496,0.5509,0.1644,0.0068,0.1688,0.7254,0.4789,3
2241,parallel5,77.3453,0.2,4.8507,3.0342,4.7357,0.2666,1.5362,7.3329,0.1476,3.7489,11.1266,0.2759,0.0083,0.3508,0.6627,0.0965,0.0095,0.06,0.9287,0.0517,0
3456,series2x2_parallel1,87.0188,2.0,1.2881,0.3772,4.0708,0.8184,2.8687,-4.1642,0.3159,8.7683,14.4354,0.1823,0.0068,0.4144,0.5749,0.0508,0.0055,0.0467,0.3513,0.5164,1
1814,series2x2_parallel1,381.3183,0.6667,3.0877,1.7062,2.0025,5.629,0.564,-9.0331,0.0786,5.7903,21.2842,0.3843,0.0033,0.1247,0.4392,0.0834,0.0011,0.1626,0.8332,0.0408,1
1430,series3,187.8596,0.2,3.1018,1.0133,5.0572,2.9005,3.3229,-4.4669,0.2417,6.8016,19.2444,0.3414,0.0095,0.0892,0.7129,0.2956,0.0034,0.1074,0.9154,0.233,2
1667,series3,490.9364,0.5,0.958,4.8301,2.2987,0.4615,0.6499,-6.9192,0.2462,0.5818,5.8908,0.5772,0.0088,0.0865,0.231,0.0689,0.0311,0.2133,0.7897,0.1833,2
2965,parallel5,381.0529,1.5,0.8984,0.5447,3.5035,0.3672,2.9215,2.8316,0.1799,5.3405,4.2875,0.085,0.0033,0.0599,0.2694,0.3055,0.0048,0.0577,0.5191,0.1877,0
3562,series3_parallel2,97.9236,0.3333,0.6575,1.6473,2.3334,1.4293,0.6247,5.9036,0.421,2.9144,16.0073,0.7845,0.074,0.4288,0.8498,0.2775,0.0045,0.0414,0.624,0.6893,3
3785,series3_parallel2,77.0099,0.2,0.4038,3.1785,3.766,5.2449,0.2362,-11.952,0.1671,4.5679,12.9911,0.6169,0.0027,0.1299,0.2744,0.4636,0.0911,0.1471,0.7951,0.0335,3
2939,series2x2_parallel1,163.2702,0.5,2.7382,0.6631,2.3494,1.017,0.193,0.1213,0.358,1.3982,10.176,0.7733,0.0224,0.2396,0.5002,0.2867,0.0079,0.1321,0.6602,0.6412,1
3649,series3,540.258,0.1667,0.4302,0.3866,1.4496,2.5568,0.4469,4.3535,0.048,5.6632,5.2433,0.0027,0.0113,0.3585,0.4722,0.0433,0.0018,0.1096,0.4489,0.336,2
1069,series2x2_parallel1,85.451,1.5,1.1948,2.1539,1.3258,5.8631,1.2556,-9.9039,0.2256,6.7526,1.8902,0.7031,0.0114,0.4025,0.3609,0.0599,0.0022,0.1221,0.2876,0.223,1
2627,series3_parallel2,90.4779,0.1667,2.9774,0.7947,1.9047,1.2995,1.523,3.2333,0.4188,0.0065,18.7993,0.6593,0.017,0.287,0.1806,0.5663,0.0359,0.0797,0.2159,0.4618,3
1089,series2x2_parallel1,89.6677,1.5,0.8805,1.1515,2.7468,0.8621,0.7365,-7.8466,0.3446,1.0207,18.029,0.1639,0.018,0.0432,0.3755,0.4066,0.0015,0.0565,0.7755,0.0584,1
3798,parallel5,163.7948,0.1667,3.3024,1.0936,0.5317,2.5465,2.3709,7.9461,0.1245,5.084,9.1799,0.7139,0.0279,0.5462,0.7543,0.4715,0.0785,0.1426,0.1407,0.7536,0
1264,series3,415.502,0.5,3.654,1.998,0.9731,4.3299,2.5964,-1.2893,0.2266,5.8914,2.7619,0.6098,0.0158,0.0554,0.548,0.0226,0.002,0.0757,0.7649,0.3703,2
3901,series3,250.0757,1.5,2.33,2.1067,0.5774,0.1624,5.949,0.1885,0.2454,5.0614,7.5691,0.1324,0.0093,0.2322,0.649,0.0241,0.0013,0.1075,0.8791,0.1607,2
4072,series3,497.1599,4.0,1.1289,3.9642,2.5025,2.6764,2.3188,-1.4132,0.1316,2.7818,14.9182,0.4664,0.0082,0.115,0.8351,0.4733,0.0195,0.075,0.7102,0.062,2
2400,parallel5,206.9814,0.3333,1.3113,2.1298,5.2,1.4782,2.8353,-0.171,0.0708,7.8279,12.7191,0.6549,0.003,0.2194,0.6962,0.064,0.0253,0.1531,0.6133,0.5738,0
2457,series3,381.8894,4.0,2.9982,3.0607,0.5059,5.0805,0.9655,6.4501,0.4186,3.8302,17.2605,0.3228,0.0463,0.0613,0.1802,0.1093,0.0478,0.397,0.244,0.3013,2
977,series2x2_parallel1,675.9346,2.0,3.7434,3.9298,2.6812,2.5608,3.6227,2.5372,0.0623,8.0034,12.524,0.0189,0.0021,0.3274,0.4393,0.055,0.004,0.0938,0.889,0.4709,1
1478,series3,109.1742,0.125,1.3572,5.2401,4.1387,3.8007,1.1264,-11.7264,0.4448,5.8086,6.1257,0.5367,0.0198,0.0303,0.4108,0.2704,0.0243,0.3189,0.1919,0.0323,2
2340,parallel5,118.9881,0.3333,1.8464,2.1084,4.5633,0.4036,1.4858,9.854,0.1736,1.9873,20.0352,0.0938,0.0043,0.1958,0.7194,0.1482,0.0058,0.2008,0.2661,0.0425,0
2409,series3_parallel2,155.3151,0.125,1.7423,5.3987,1.5179,2.0938,0.9344,-1.8554,0.0491,5.3477,21.2369,0.6007,0.0198,0.4271,0.3779,0.0341,0.0017,0.3834,0.9244,0.6516,3
65,series3,92.0098,0.25,5.5221,3.6897,2.9644,1.6036,0.1563,-5.5729,0.0117,6.4939,12.3951,0.051,0.0217,0.2476,0.7579,0.2616,0.0702,0.1215,0.587,0.0852,2
4038,series3_parallel2,73.316,0.5,1.2104,1.1398,4.3639,1.1361,3.2276,11.4639,0.0531,1.0522,20.3636,0.2785,0.0251,0.1738,0.2297,0.625,0.0167,0.4266,0.7696,0.4548,3
500,series3,166.9231,0.125,3.7353,5.6406,2.9476,1.4568,4.8519,-0.9045,0.3072,4.7788,8.92,0.1721,0.0288,0.0925,0.3293,0.0321,0.0054,0.4399,0.7662,0.3656,2
4088,series3,144.1546,1.5,2.6952,0.6627,1.9622,3.972,1.4623,-6.3415,0.4087,7.2643,3.4168,0.5867,0.0221,0.0382,0.7802,0.0271,0.0601,0.1123,0.7284,0.2305,2
1939,series2x2_parallel1,93.5285,0.5,1.4042,1.0397,3.9341,0.7827,3.1707,-7.8879,0.0128,3.3333,9.9562,0.5034,0.0207,0.0303,0.5126,0.4946,0.0609,0.3909,0.1822,0.0937,1
2751,series3_parallel2,113.1751,0.1667,1.6364,0.1501,1.2897,1.6416,2.308,-0.0588,0.2382,3.1744,21.6806,0.0182,0.0464,0.2267,0.3448,0.6163,0.0257,0.1807,0.8214,0.1567,3
2101,series3_parallel2,71.1424,0.25,2.8363,1.6032,1.7455,3.5324,0.5147,2.5828,0.1562,7.8273,12.583,0.1626,0.0114,0.387,0.4518,0.0859,0.0609,0.1844,0.2474,0.3027,3
2337,series2x2_parallel1,503.8541,0.125,5.9176,1.7546,3.7002,3.956,3.9097,-8.3976,0.0898,4.719,13.7396,0.3203,0.0247,0.1197,0.8222,0.0791,0.0038,0.1634,0.6485,0.1258,1
3576,series3_parallel2,398.6163,0.2,1.7958,0.8382,1.045,1.5367,1.0998,10.4316,0.3396,2.0937,5.586,0.1277,0.0181,0.1459,0.4807,0.0207,0.0812,0.0493,0.3409,0.3672,3
968,parallel5,143.9002,2.0,3.0921,1.28,1.6903,0.2819,0.3032,10.6794,0.0309,0.2059,21.3787,0.3739,0.004,0.4331,0.5717,0.2741,0.1094,0.1748,0.3543,0.1448,0
3630,series3_parallel2,65.8022,4.0,4.4684,0.857,3.4052,5.7637,1.0647,-6.0403,0.2754,8.1021,14.0684,0.1118,0.0235,0.0877,0.2995,0.0708,0.0022,0.237,0.1948,0.0483,3
1935,series3,222.6669,0.2,2.4575,5.8413,0.6977,3.0353,5.5014,7.8093,0.2937,1.927,9.9592,0.1021,0.0056,0.032,0.2231,0.4902,0.0137,0.0601,0.5497,0.1179,2
274,series2x2_parallel1,126.189,0.5,5.3955,1.6066,1.0734,1.5537,1.6055,-10.4786,0.2927,1.0244,4.8508,0.1624,0.068,0.1112,0.2242,0.531,0.0078,0.3374,0.4495,0.0528,1
655,parallel5,528.6014,0.3333,4.3833,3.3626,0.6128,0.5466,1.5345,-0.9502,0.2537,1.0527,17.5579,0.0228,0.0025,0.2329,0.226,0.033,0.0764,0.4371,0.9132,0.0607,0
1559,parallel5,143.7648,1.5,2.1381,1.962,2.7589,1.4098,1.7993,10.2145,0.4496,6.0479,10.9373,0.6105,0.0062,0.0493,0.2705,0.4042,0.0055,0.05,0.6604,0.0621,0
2010,series3,172.1035,0.6667,5.4253,0.6747,1.4072,2.6832,2.6956,1.5323,0.2458,6.9761,11.6484,0.389,0.0055,0.3407,0.2145,0.1782,0.0015,0.0714,0.5723,0.6703,2
911,series3_parallel2,101.371,1.5,3.0911,2.7322,1.4898,0.2235,1.0776,-1.4048,0.3579,7.3497,1.0865,0.2443,0.0573,0.1293,0.5379,0.04,0.0015,0.2121,0.8191,0.1302,3
1117,series3,357.741,0.3333,2.612,1.0487,0.9793,4.1314,0.1817,4.4369,0.3714,2.5967,15.2519,0.6127,0.0023,0.5443,0.6732,0.0209,0.0018,0.0852,0.2231,0.0334,2
1662,series3_parallel2,810.1173,1.0,3.7686,3.6229,1.617,3.5123,2.8975,10.775,0.0595,4.0909,0.7648,0.4639,0.0034,0.194,0.7425,0.0249,0.0556,0.3734,0.8343,0.3435,3
2390,series2x2_parallel1,741.4615,0.125,1.4028,3.9409,2.9844,2.9383,2.2393,-5.2718,0.2188,3.4312,10.7857,0.4498,0.0098,0.2994,0.4057,0.0786,0.0059,0.1536,0.4927,0.0313,1
1466,series2x2_parallel1,342.5395,0.2,2.0056,3.5713,1.67,0.9728,1.4231,6.7384,0.1967,2.8434,3.6,0.4047,0.0043,0.1493,0.2375,0.1695,0.0024,0.0672,0.8866,0.186,1
3534,parallel5,274.878,1.5,2.0918,4.5478,1.6419,0.2008,1.4835,2.9942,0.1403,7.994,1.7355,0.0204,0.011,0.2378,0.8392,0.1074,0.0107,0.2949,0.6094,0.0332,0
3245,series2x2_parallel1,381.867,0.3333,2.4625,0.6362,2.3088,2.7553,3.7147,-1.4838,0.2373,4.3441,1.8304,0.0209,0.0692,0.0734,0.7098,0.0429,0.0482,0.0486,0.2364,0.3928,1
4009,parallel5,700.353,1.0,0.4999,0.4046,4.2652,0.8186,0.2259,11.9755,0.4256,7.5087,8.1304,0.3231,0.0087,0.0669,0.7863,0.4708,0.0076,0.3879,0.6902,0.583,0
174,series3_parallel2,83.8275,0.25,2.2837,1.5739,3.034,0.3481,1.312,-11.9363,0.4012,6.327,14.7572,0.5585,0.0042,0.2724,0.6544,0.0945,0.025,0.1831,0.8329,0.3349,3
4010,parallel5,77.6446,0.2,0.4235,4.1587,2.9487,0.2843,3.8454,4.2406,0.0876,8.2084,14.3447,0.4895,0.0082,0.0773,0.443,0.1777,0.0037,0.5296,0.2568,0.418,0
3555,series3,527.6495,0.5,0.956,1.9521,3.3517,3.3572,3.8525,-2.0726,0.0167,8.4228,0.0587,0.2281,0.0219,0.0735,0.711,0.641,0.0017,0.5384,0.6594,0.3834,2
2723,series3_parallel2,739.1947,3.0,3.6439,2.4588,2.9511,0.4246,0.5352,3.0985,0.2107,4.4165,11.3595,0.5906,0.0071,0.064,0.6669,0.0651,0.0185,0.1247,0.3257,0.5102,3
541,series3_parallel2,86.9843,1.5,0.5311,2.5685,2.1631,3.966,1.0544,-2.288,0.3528,3.5358,1.5574,0.4032,0.0728,0.1704,0.1957,0.058,0.0057,0.0779,0.6379,0.0443,3
3597,series2x2_parallel1,319.0874,0.2,0.4889,1.8086,1.881,1.5425,4.0817,-9.2484,0.2314,8.554,10.0311,0.5802,0.0154,0.2416,0.382,0.2247,0.0029,0.1838,0.8448,0.0419,1
4094,parallel5,287.8993,4.0,3.2561,0.7154,0.7201,0.3127,1.2569,-1.5709,0.0714,0.6204,0.079,0.5749,0.044,0.2262,0.6124,0.1116,0.08,0.1558,0.4046,0.1431,0
3356,series3_parallel2,626.9648,0.6667,3.8203,4.2756,0.7422,4.3646,4.0151,2.8401,0.2181,3.0668,20.6305,0.193,0.0055,0.0367,0.6745,0.1497,0.0102,0.0929,0.4937,0.2182,3
3320,parallel5,712.2208,4.0,3.3655,2.1166,3.0695,2.4236,3.8834,3.179,0.0732,5.3121,10.5522,0.045,0.0054,0.0305,0.4354,0.0749,0.1108,0.3402,0.6316,0.2764,0
3897,parallel5,80.2942,1.0,4.1577,0.3973,0.3332,3.9143,0.5114,-1.3583,0.2191,1.8484,16.5878,0.7813,0.0093,0.1014,0.5505,0.0391,0.0024,0.2772,0.3488,0.5194,0
2449,series2x2_parallel1,261.7271,1.5,5.3045,1.2978,1.8593,1.1622,3.2838,11.2975,0.0943,7.6785,13.9097,0.2635,0.003,0.0457,0.6912,0.1488,0.0394,0.4111,0.1403,0.0974,1
1320,series2x2_parallel1,550.6482,4.0,2.4307,3.4846,2.6928,3.7742,0.8437,-9.2571,0.3199,2.4941,9.0283,0.4362,0.0037,0.056,0.5562,0.136,0.0011,0.0493,0.4297,0.066,1
504,series3_parallel2,631.9087,3.0,0.1987,1.6857,2.0764,4.1811,4.0461,-10.4916,0.1902,7.1842,6.1392,0.374,0.0047,0.3367,0.2045,0.5845,0.0065,0.3403,0.4797,0.2261,3
809,series3,79.5962,0.125,2.1973,1.0627,3.8439,3.8445,2.0819,-6.3128,0.0443,2.2655,6.5896,0.0919,0.0024,0.4546,0.7953,0.0854,0.0194,0.0424,0.3042,0.482,2
2172,series3,234.0899,0.125,1.2316,0.3797,5.6003,2.8389,1.1294,2.9951,0.1864,6.4966,12.4936,0.2422,0.0065,0.1846,0.4736,0.0653,0.0416,0.0405,0.3854,0.0972,2
2423,series2x2_parallel1,134.4157,2.0,0.6946,0.5397,1.0159,5.9288,3.7377,-0.0305,0.3468,8.3408,12.3763,0.5439,0.0079,0.039,0.5364,0.4318,0.0128,0.0635,0.41,0.0682,1
776,parallel5,70.4122,1.5,2.9239,1.347,5.3076,2.648,5.2556,-3.3706,0.2123,6.592,8.9199,0.6996,0.0772,0.5463,0.4064,0.5457,0.0024,0.336,0.8503,0.4117,0
3911,series3_parallel2,94.8538,0.125,1.0344,3.3768,1.4261,2.0343,1.7604,-11.4084,0.1633,3.1707,12.4169,0.7653,0.0375,0.303,0.527,0.4387,0.0031,0.0925,0.4748,0.0493,3
291,parallel5,190.5837,0.125,4.1269,5.5847,2.7774,0.6554,3.585,3.0833,0.0747,7.9009,7.0022,0.2273,0.0069,0.3916,0.4971,0.0897,0.0022,0.0917,0.6085,0.0547,0
3659,series2x2_parallel1,257.7689,0.1667,0.9359,2.921,0.5373,3.7513,4.1874,7.2415,0.1636,7.558,7.9087,0.002,0.0066,0.31,0.5459,0.1703,0.0294,0.2371,0.4079,0.1189,1
2084,series2x2_parallel1,444.3508,1.0,2.0479,0.1713,1.0139,1.3675,1.4397,1.8157,0.151,5.6541,14.2804,0.0673,0.0455,0.4079,0.355,0.107,0.0913,0.1199,0.9321,0.0374,1
3450,series2x2_parallel1,82.2024,0.25,4.076,0.4798,1.031,1.7361,2.63,0.9067,0.2173,4.2263,4.4546,0.3957,0.0499,0.3544,0.3868,0.0378,0.0229,0.0558,0.2384,0.0365,1
2970,parallel5,97.0008,0.2,0.7177,0.1907,3.6536,1.2153,0.9303,5.3187,0.2703,8.0991,19.8013,0.0972,0.0071,0.0575,0.4167,0.0556,0.0012,0.0485,0.9423,0.1995,0
3966,series3,345.2374,2.0,3.8889,2.6504,2.3115,4.3934,3.5102,-10.1867,0.1303,3.7488,2.9517,0.7417,0.0108,0.1266,0.3795,0.2524,0.0208,0.1485,0.4086,0.2327,2
3807,series3_parallel2,120.8798,0.125,4.3993,0.343,1.5632,0.3072,0.7877,-7.3372,0.1611,1.8451,12.7659,0.7002,0.0161,0.0692,0.3429,0.3368,0.0042,0.5403,0.1739,0.0561,3
2288,parallel5,100.9599,0.2,2.0971,4.4518,0.3274,1.637,2.3392,-6.6345,0.4379,6.3147,3.3037,0.3269,0.0029,0.213,0.2577,0.059,0.0106,0.2761,0.5486,0.5934,0
3399,series3,483.8922,1.0,3.259,0.8749,5.9189,3.564,0.5022,-5.1224,0.281,7.6823,5.1639,0.4323,0.0043,0.0378,0.3583,0.1526,0.0162,0.3693,0.3621,0.0767,2
3172,parallel5,603.0193,0.3333,1.9956,1.6905,1.6329,1.337,1.3477,-0.0036,0.4105,2.9924,19.0995,0.1999,0.06,0.1679,0.3948,0.0299,0.0112,0.1061,0.5478,0.049,0
2712,series3,183.2459,0.5,1.013,1.6221,2.1003,3.7361,0.5868,4.618,0.332,6.2273,20.5484,0.0175,0.0023,0.0777,0.4433,0.062,0.0592,0.1467,0.4748,0.0511,2
953,series2x2_parallel1,377.4556,0.25,0.3239,1.1269,0.2493,0.3263,1.6132,-2.5139,0.1269,7.6269,16.4353,0.2074,0.0194,0.1063,0.2588,0.1142,0.0024,0.1355,0.5007,0.2344,1
443,series2x2_parallel1,709.7325,1.0,3.5684,3.3032,1.1894,4.0979,3.0325,6.3504,0.2577,4.0626,18.19,0.1908,0.0059,0.5337,0.4499,0.0655,0.0501,0.1585,0.4772,0.6627,1
712,series3,692.0291,0.2,0.572,0.3375,2.1754,1.9537,0.3638,11.7163,0.2256,6.4295,21.2742,0.3365,0.0252,0.2198,0.4406,0.4483,0.0527,0.624,0.8924,0.1514,2
845,series2x2_parallel1,170.3465,0.25,0.3054,1.4068,0.8892,3.9212,5.5863,3.4871,0.0381,4.4164,0.6546,0.1497,0.0383,0.1222,0.5613,0.2025,0.0018,0.1985,0.2415,0.6476,1
1323,series3_parallel2,543.9619,0.6667,4.4716,0.8512,3.0704,0.7561,2.943,9.2297,0.3639,2.8701,0.6875,0.7193,0.0097,0.3227,0.3505,0.0508,0.0026,0.092,0.511,0.1833,3
2228,parallel5,396.8741,0.125,1.3977,3.2584,0.7362,2.5628,1.0778,-5.2285,0.2689,2.9382,7.9435,0.4435,0.0087,0.2902,0.6513,0.0257,0.0114,0.3412,0.529,0.1449,0
3259,series2x2_parallel1,391.9347,0.2,2.1421,5.583,1.7634,5.3557,4.816,1.069,0.3566,1.996,17.49,0.6622,0.0036,0.2796,0.6662,0.2279,0.009,0.4219,0.6016,0.0413,1
875,series2x2_parallel1,475.1741,0.3333,3.7911,4.1528,0.1685,0.7045,3.6181,-9.31,0.2704,0.8693,17.2682,0.3305,0.0388,0.107,0.2675,0.025,0.002,0.08,0.8181,0.5652,1
671,parallel5,111.7307,0.25,0.3549,2.227,3.9596,2.0461,4.7036,0.8111,0.3323,2.2534,17.437,0.1337,0.0174,0.195,0.3475,0.2224,0.002,0.2405,0.1272,0.081,0
2292,series3,589.0141,0.25,2.5706,5.8665,0.2693,2.0828,3.5505,-8.2496,0.4339,1.3894,20.4761,0.6581,0.0048,0.3858,0.295,0.0321,0.0158,0.3186,0.5934,0.4836,2
406,parallel5,712.4308,1.0,1.1888,3.8818,1.3357,0.6501,2.7982,-11.1599,0.2224,0.4852,6.8378,0.3536,0.0643,0.1676,0.5459,0.1582,0.0855,0.1941,0.2107,0.1503,0
533,parallel5,348.2791,0.25,1.5162,0.6914,3.6431,3.4433,5.4061,8.2291,0.1407,1.457,10.4724,0.1756,0.0072,0.0413,0.8047,0.2453,0.0534,0.041,0.9098,0.2433,0
1954,series3,852.296,1.0,1.5314,2.3465,3.4136,0.9713,1.3822,-0.8951,0.2813,0.7517,8.0067,0.7736,0.0034,0.0775,0.4201,0.1214,0.0112,0.4262,0.1315,0.0878,2
836,series2x2_parallel1,87.3646,0.6667,4.1699,0.1524,4.6467,1.0187,3.2225,7.5555,0.3759,1.709,10.6049,0.6842,0.0089,0.123,0.7356,0.1704,0.0197,0.0886,0.7035,0.0476,1
713,series2x2_parallel1,147.3901,2.0,1.1842,2.2307,2.5647,1.3298,1.679,-4.241,0.079,6.7053,20.9753,0.0953,0.0307,0.4597,0.8388,0.1521,0.0082,0.5922,0.8338,0.1099,1
1308,series3,379.6978,3.0,1.5998,0.3729,1.5549,4.5147,1.2235,-0.3726,0.3397,5.5271,6.062,0.1073,0.0069,0.3578,0.4165,0.2511,0.0034,0.635,0.9255,0.0882,2
3734,parallel5,275.945,1.0,2.4034,0.8802,1.5485,2.4886,1.5172,4.8371,0.0186,2.4349,14.6205,0.0898,0.0264,0.2981,0.4164,0.0546,0.0774,0.0833,0.8241,0.2753,0
2559,series3_parallel2,309.0308,0.1667,1.339,0.3294,0.7773,1.4711,5.3515,7.3778,0.0309,1.2672,4.7711,0.1172,0.041,0.351,0.4762,0.1229,0.0033,0.2681,0.9322,0.5429,3
1869,series3,106.4358,1.5,2.5252,0.2341,0.1668,1.9717,3.2487,-11.8409,0.0342,6.3157,18.7944,0.6121,0.011,0.4353,0.4179,0.0237,0.0899,0.1591,0.6267,0.1344,2
3027,series3,77.653,0.2,2.5507,0.6727,0.8987,1.14,1.4837,1.5422,0.0721,0.064,7.0986,0.1873,0.0028,0.0785,0.528,0.0709,0.0397,0.5555,0.2806,0.4762,2
487,series2x2_parallel1,643.7082,0.125,1.6645,5.1307,0.5178,3.0294,1.6958,-3.2225,0.4171,1.4649,4.614,0.5884,0.0117,0.0744,0.6297,0.3961,0.0034,0.1683,0.7384,0.0308,1
3781,series2x2_parallel1,71.6682,4.0,2.8287,1.3901,0.378,0.4489,0.848,-9.6442,0.3927,4.9244,15.4506,0.7302,0.0132,0.1785,0.3325,0.2226,0.0489,0.071,0.6113,0.0615,1
2263,series3,879.4164,1.5,0.6698,1.0626,4.0009,4.0615,1.255,5.317,0.2963,5.4622,11.1604,0.6186,0.0253,0.5268,0.3898,0.2323,0.0118,0.2242,0.7314,0.3794,2
1567,series3,402.3997,4.0,0.4275,1.7236,2.7015,3.4815,2.4941,7.2081,0.1973,0.2619,1.7948,0.2197,0.0159,0.1273,0.3008,0.2447,0.0017,0.3663,0.4682,0.0415,2
3031,series2x2_parallel1,234.8492,1.5,0.6465,0.4862,1.4104,3.8577,2.9487,-8.4793,0.0492,0.2267,7.0846,0.2636,0.0329,0.0464,0.2144,0.0235,0.0027,0.5102,0.8197,0.0484,1
3527,series3,187.3876,0.6667,1.1624,3.0481,1.6973,4.046,1.5948,3.3843,0.2995,0.8769,17.738,0.4163,0.018,0.1188,0.781,0.3082,0.0074,0.519,0.5243,0.0941,2
17,series2x2_parallel1,619.5643,0.2,0.1701,0.7953,2.0241,1.0732,2.4373,11.7832,0.2573,0.8399,5.9967,0.2209,0.0098,0.2709,0.8651,0.0233,0.0605,0.0674,0.3997,0.334,1
2725,parallel5,110.8307,0.6667,1.4575,0.4142,3.6287,1.5892,0.2624,5.6524,0.2453,4.2092,15.9911,0.3122,0.0027,0.0652,0.1914,0.4597,0.0302,0.3396,0.9383,0.2408,0
3204,series3,445.3497,3.0,2.076,0.4219,1.2934,0.5732,1.688,-8.8792,0.3662,7.644,20.2258,0.1682,0.0076,0.0442,0.8755,0.0346,0.0242,0.2169,0.8699,0.5463,2
2229,series2x2_parallel1,185.9606,0.5,3.3507,0.7983,4.9843,1.6107,1.8187,0.4802,0.2514,1.4754,3.4647,0.7186,0.0072,0.2965,0.5777,0.0391,0.025,0.0973,0.394,0.1269,1
2205,parallel5,95.5464,0.1667,1.2758,0.831,5.0378,2.1886,3.5763,-7.0117,0.1667,2.8966,17.2163,0.2417,0.0539,0.3344,0.4129,0.1806,0.0039,0.0884,0.2767,0.7379,0
3678,parallel5,193.7197,2.0,1.0967,2.6959,3.0621,2.8798,0.458,-3.522,0.1396,1.4291,3.6642,0.3237,0.022,0.2061,0.6587,0.0577,0.0233,0.2446,0.1888,0.2089,0
2986,parallel5,529.9894,1.0,4.4803,3.3838,3.8589,1.9909,0.8443,-5.1692,0.3424,8.1001,20.8481,0.7891,0.0055,0.2886,0.7915,0.3703,0.0032,0.6436,0.9179,0.2497,0
2848,parallel5,260.8208,0.3333,2.0024,1.2212,1.0106,3.3368,2.6741,7.9139,0.1953,8.3819,7.0576,0.3191,0.0028,0.3993,0.5154,0.2628,0.046,0.237,0.4738,0.1089,0
1551,series2x2_parallel1,319.2247,0.25,2.9508,1.7002,2.0874,0.7038,0.7445,9.5196,0.3013,6.9331,14.9946,0.2205,0.0056,0.2278,0.4543,0.1094,0.0142,0.1692,0.4563,0.2786,1
459,series3,300.2651,0.3333,3.0274,0.9914,2.2598,4.1218,0.7166,-6.1094,0.0071,5.3996,13.2766,0.017,0.0241,0.047,0.2252,0.1265,0.0013,0.2046,0.9104,0.365,2
2644,series2x2_parallel1,213.715,1.0,1.3458,2.1712,2.3739,2.3188,1.4115,-5.6476,0.1208,7.7518,16.779,0.324,0.0244,0.1218,0.7447,0.2692,0.0022,0.6338,0.2406,0.1765,1
1834,parallel5,110.8405,2.0,2.813,4.4958,3.7723,1.9822,0.1859,-7.1012,0.1138,6.7645,16.705,0.3935,0.0091,0.1321,0.5713,0.1294,0.0146,0.0676,0.2917,0.042,0
3335,parallel5,105.2586,0.2,1.9213,2.4029,4.1502,3.104,0.8739,-10.2383,0.0018,3.5751,6.2773,0.1362,0.0082,0.085,0.7211,0.0803,0.0117,0.2803,0.272,0.5152,0
929,series3,482.9278,0.2,3.1494,2.617,2.4595,2.8528,3.0865,4.0507,0.3132,4.804,5.4893,0.0957,0.0161,0.1645,0.2349,0.3924,0.0114,0.1318,0.2949,0.0558,2
1830,series3,352.6295,0.3333,3.6174,1.0788,0.5184,0.2621,1.9569,11.6569,0.2762,5.5866,6.5596,0.2331,0.0103,0.0451,0.28,0.1808,0.0076,0.5196,0.2666,0.6384,2
89,series2x2_parallel1,242.4971,0.125,1.6783,1.4638,4.194,1.6378,3.7816,-4.7433,0.2439,7.2716,15.7316,0.7356,0.0033,0.0776,0.4631,0.1518,0.0142,0.167,0.2796,0.7163,1
293,series2x2_parallel1,245.4721,4.0,1.931,1.8021,1.663,3.4031,1.6793,10.397,0.4338,4.7451,11.4083,0.5039,0.009,0.0857,0.5539,0.0228,0.0015,0.3921,0.5541,0.0695,1
343,series3_parallel2,613.8373,4.0,0.577,4.1456,0.5652,1.0939,0.3086,1.9133,0.2633,5.4882,5.9909,0.0719,0.0052,0.4647,0.452,0.1305,0.0267,0.0492,0.8592,0.0449,3
